Results Table 1
,Force at Preset point (PIP 1),Displacement at Preset point (PIP 1),Time at Preset point (PIP 1)
,(kN),(mm),(s)
1,"0.15","0.31","5.82"

Raw Data
Time,Force,Displacement,PIP count
(s),(N),(mm),
"1222.5200","-17.8665","0.3112","1.0000"
"1222.5400","-17.8911","0.3112","1.0000"
"1222.5600","-17.8771","0.3112","1.0000"
"1222.5800","-17.8616","0.3112","1.0000"
"1222.6000","-17.9489","0.3112","1.0000"
"1222.6200","-17.9838","0.3112","1.0000"
"1222.6400","-17.8979","0.3112","1.0000"
"1222.6600","-17.8820","0.3112","1.0000"
"1222.6800","-17.9359","0.3112","1.0000"
"1222.7000","-17.9768","0.3112","1.0000"
"1222.7200","-17.9681","0.3112","1.0000"
"1222.7400","-17.9866","0.3112","1.0000"
"1222.7600","-17.9847","0.3112","1.0000"
"1222.7800","-17.9334","0.3112","1.0000"
"1222.8000","-17.9100","0.3112","1.0000"
"1222.8200","-17.8788","0.3112","1.0000"
"1222.8400","-17.8721","0.3112","1.0000"
"1222.8600","-17.8935","0.3112","1.0000"
"1222.8800","-17.9011","0.3112","1.0000"
"1222.9000","-17.9245","0.3112","1.0000"
"1222.9200","-17.8631","0.3112","1.0000"
"1222.9400","-17.8035","0.3112","1.0000"
"1222.9600","-17.8236","0.3112","1.0000"
"1222.9800","-17.8946","0.3112","1.0000"
"1223.0000","-17.9082","0.3112","1.0000"
"1223.0200","-17.9056","0.3112","1.0000"
"1223.0400","-18.0104","0.3112","1.0000"
"1223.0600","-17.9543","0.3112","1.0000"
"1223.0800","-17.9372","0.3112","1.0000"
"1223.1000","-17.9346","0.3112","1.0000"
"1223.1200","-17.9572","0.3112","1.0000"
"1223.1400","-17.9112","0.3112","1.0000"
"1223.1600","-17.9651","0.3112","1.0000"
"1223.1800","-18.1310","0.3112","1.0000"
"1223.2000","-18.0810","0.3112","1.0000"
"1223.2200","-18.0241","0.3112","1.0000"
"1223.2400","-18.0307","0.3112","1.0000"
"1223.2600","-17.9868","0.3112","1.0000"
"1223.2800","-17.9936","0.3112","1.0000"
"1223.3000","-18.0683","0.3112","1.0000"
"1223.3200","-18.0801","0.3112","1.0000"
"1223.3400","-18.0976","0.3112","1.0000"
"1223.3600","-18.0987","0.3112","1.0000"
"1223.3800","-18.1415","0.3112","1.0000"
"1223.4000","-18.1191","0.3112","1.0000"
"1223.4200","-18.1102","0.3112","1.0000"
"1223.4400","-18.1187","0.3112","1.0000"
"1223.4600","-18.1389","0.3112","1.0000"
"1223.4800","-18.1192","0.3112","1.0000"
"1223.5000","-18.0920","0.3112","1.0000"
"1223.5200","-18.0931","0.3112","1.0000"
"1223.5400","-18.2189","0.3112","1.0000"
"1223.5600","-18.2899","0.3112","1.0000"
"1223.5800","-18.2966","0.3112","1.0000"
"1223.6000","-18.2104","0.3112","1.0000"
"1223.6200","-18.1736","0.3112","1.0000"
"1223.6400","-18.1704","0.3112","1.0000"
"1223.6600","-18.1280","0.3112","1.0000"
"1223.6800","-18.1093","0.3112","1.0000"
"1223.7000","-18.1344","0.3112","1.0000"
"1223.7200","-18.2864","0.3112","1.0000"
"1223.7400","-18.2728","0.3112","1.0000"
"1223.7600","-18.2351","0.3112","1.0000"
"1223.7800","-18.2410","0.3112","1.0000"
"1223.8000","-18.2487","0.3112","1.0000"
"1223.8200","-18.1970","0.3112","1.0000"
"1223.8400","-18.1900","0.3112","1.0000"
"1223.8600","-18.1513","0.3112","1.0000"
"1223.8800","-18.1615","0.3112","1.0000"
"1223.9000","-18.2295","0.3112","1.0000"
"1223.9200","-18.2693","0.3112","1.0000"
"1223.9400","-18.1871","0.3112","1.0000"
"1223.9600","-18.0933","0.3112","1.0000"
"1223.9800","-18.1908","0.3112","1.0000"
"1224.0000","-18.3358","0.3112","1.0000"
"1224.0200","-18.2449","0.3112","1.0000"
"1224.0400","-18.1543","0.3112","1.0000"
"1224.0600","-18.1968","0.3112","1.0000"
"1224.0800","-18.2641","0.3112","1.0000"
"1224.1000","-18.2043","0.3112","1.0000"
"1224.1200","-18.2412","0.3112","1.0000"
"1224.1400","-18.2435","0.3112","1.0000"
"1224.1600","-18.2398","0.3112","1.0000"
"1224.1800","-18.2384","0.3112","1.0000"
"1224.2000","-18.2747","0.3112","1.0000"
"1224.2200","-18.2352","0.3112","1.0000"
"1224.2400","-18.1843","0.3112","1.0000"
"1224.2600","-18.1120","0.3112","1.0000"
"1224.2800","-18.0528","0.3112","1.0000"
"1224.3000","-18.0815","0.3112","1.0000"
"1224.3200","-18.2633","0.3112","1.0000"
"1224.3400","-18.3603","0.3112","1.0000"
"1224.3600","-18.3317","0.3112","1.0000"
"1224.3800","-18.3472","0.3112","1.0000"
"1224.4000","-18.3387","0.3112","1.0000"
"1224.4200","-18.2315","0.3112","1.0000"
"1224.4400","-18.1726","0.3112","1.0000"
"1224.4600","-18.2686","0.3112","1.0000"
"1224.4800","-18.2760","0.3112","1.0000"
"1224.5000","-18.2448","0.3112","1.0000"
"1224.5200","-18.2097","0.3112","1.0000"
"1224.5400","-18.3183","0.3112","1.0000"
"1224.5600","-18.3237","0.3112","1.0000"
"1224.5800","-18.2906","0.3112","1.0000"
"1224.6000","-18.4166","0.3112","1.0000"
"1224.6200","-18.4383","0.3112","1.0000"
"1224.6400","-18.4392","0.3112","1.0000"
"1224.6600","-18.4753","0.3112","1.0000"
"1224.6800","-18.5838","0.3112","1.0000"
"1224.7000","-18.4429","0.3112","1.0000"
"1224.7200","-18.4165","0.3112","1.0000"
"1224.7400","-18.4560","0.3112","1.0000"
"1224.7600","-18.4700","0.3112","1.0000"
"1224.7800","-18.3931","0.3112","1.0000"
"1224.8000","-18.4199","0.3112","1.0000"
"1224.8200","-18.5547","0.3112","1.0000"
"1224.8400","-18.4772","0.3112","1.0000"
"1224.8600","-18.4899","0.3112","1.0000"
"1224.8800","-18.5492","0.3112","1.0000"
"1224.9000","-18.4758","0.3112","1.0000"
"1224.9200","-18.4822","0.3112","1.0000"
"1224.9400","-18.4899","0.3112","1.0000"
"1224.9600","-18.5097","0.3112","1.0000"
"1224.9800","-18.4856","0.3112","1.0000"
"1225.0000","-18.5356","0.3112","1.0000"
"1225.0200","-18.5277","0.3112","1.0000"
"1225.0400","-18.5576","0.3112","1.0000"
"1225.0600","-18.5130","0.3112","1.0000"
"1225.0800","-18.5131","0.3112","1.0000"
"1225.1000","-18.4946","0.3112","1.0000"
"1225.1200","-18.4699","0.3112","1.0000"
"1225.1400","-18.6115","0.3112","1.0000"
"1225.1600","-18.6321","0.3112","1.0000"
"1225.1800","-18.5577","0.3112","1.0000"
"1225.2000","-18.5448","0.3112","1.0000"
"1225.2200","-18.5111","0.3112","1.0000"
"1225.2400","-18.4494","0.3112","1.0000"
"1225.2600","-18.3803","0.3112","1.0000"
"1225.2800","-18.5231","0.3112","1.0000"
"1225.3000","-18.6376","0.3112","1.0000"
"1225.3200","-18.7073","0.3112","1.0000"
"1225.3400","-18.6249","0.3112","1.0000"
"1225.3600","-18.6242","0.3112","1.0000"
"1225.3800","-18.5715","0.3112","1.0000"
"1225.4000","-18.4641","0.3112","1.0000"
"1225.4200","-18.5234","0.3112","1.0000"
"1225.4400","-18.4374","0.3112","1.0000"
"1225.4600","-18.4248","0.3112","1.0000"
"1225.4800","-18.5539","0.3112","1.0000"
"1225.5000","-18.5574","0.3112","1.0000"
"1225.5200","-18.5063","0.3112","1.0000"
"1225.5400","-18.5152","0.3112","1.0000"
"1225.5600","-18.5539","0.3112","1.0000"
"1225.5800","-18.6472","0.3112","1.0000"
"1225.6000","-18.5882","0.3112","1.0000"
"1225.6200","-18.5327","0.3112","1.0000"
"1225.6400","-18.5638","0.3112","1.0000"
"1225.6600","-18.5768","0.3112","1.0000"
"1225.6800","-18.5752","0.3112","1.0000"
"1225.7000","-18.5437","0.3112","1.0000"
"1225.7200","-18.4893","0.3112","1.0000"
"1225.7400","-18.5024","0.3112","1.0000"
"1225.7600","-18.5320","0.3112","1.0000"
"1225.7800","-18.5080","0.3112","1.0000"
"1225.8000","-18.4795","0.3112","1.0000"
"1225.8200","-18.4964","0.3112","1.0000"
"1225.8400","-18.5857","0.3112","1.0000"
"1225.8600","-18.6137","0.3112","1.0000"
"1225.8800","-18.6270","0.3112","1.0000"
"1225.9000","-18.6293","0.3112","1.0000"
"1225.9200","-18.6528","0.3112","1.0000"
"1225.9400","-18.5089","0.3112","1.0000"
"1225.9600","-18.4658","0.3112","1.0000"
"1225.9800","-18.5714","0.3112","1.0000"
"1226.0000","-18.6325","0.3112","1.0000"
"1226.0200","-18.5353","0.3112","1.0000"
"1226.0400","-18.4882","0.3112","1.0000"
"1226.0600","-18.5419","0.3112","1.0000"
"1226.0800","-18.5377","0.3112","1.0000"
"1226.1000","-18.5483","0.3112","1.0000"
"1226.1200","-18.5967","0.3112","1.0000"
"1226.1400","-18.6202","0.3112","1.0000"
"1226.1600","-18.6144","0.3112","1.0000"
"1226.1800","-18.6462","0.3112","1.0000"
"1226.2000","-18.6369","0.3112","1.0000"
"1226.2200","-18.6232","0.3112","1.0000"
"1226.2400","-18.6534","0.3112","1.0000"
"1226.2600","-18.7334","0.3112","1.0000"
"1226.2800","-18.6917","0.3112","1.0000"
"1226.3000","-18.6706","0.3112","1.0000"
"1226.3200","-18.7066","0.3112","1.0000"
"1226.3400","-18.6645","0.3112","1.0000"
"1226.3600","-18.6565","0.3112","1.0000"
"1226.3800","-18.6886","0.3112","1.0000"
"1226.4000","-18.6977","0.3112","1.0000"
"1226.4200","-18.7822","0.3112","1.0000"
"1226.4400","-18.8389","0.3112","1.0000"
"1226.4600","-18.7692","0.3112","1.0000"
"1226.4800","-18.6822","0.3112","1.0000"
"1226.5000","-18.6845","0.3112","1.0000"
"1226.5200","-18.7102","0.3112","1.0000"
"1226.5400","-18.6582","0.3112","1.0000"
"1226.5600","-18.7020","0.3112","1.0000"
"1226.5800","-18.8030","0.3112","1.0000"
"1226.6000","-18.7894","0.3112","1.0000"
"1226.6200","-18.8346","0.3112","1.0000"
"1226.6400","-18.8811","0.3112","1.0000"
"1226.6600","-18.9336","0.3112","1.0000"
"1226.6800","-18.8950","0.3112","1.0000"
"1226.7000","-18.8652","0.3112","1.0000"
"1226.7200","-18.8520","0.3112","1.0000"
"1226.7400","-18.8722","0.3112","1.0000"
"1226.7600","-18.8593","0.3112","1.0000"
"1226.7800","-18.7939","0.3112","1.0000"
"1226.8000","-18.8407","0.3112","1.0000"
"1226.8200","-18.7999","0.3112","1.0000"
"1226.8400","-18.8493","0.3112","1.0000"
"1226.8600","-18.8668","0.3112","1.0000"
"1226.8800","-18.9234","0.3112","1.0000"
"1226.9000","-18.9378","0.3112","1.0000"
"1226.9200","-18.9268","0.3112","1.0000"
"1226.9400","-18.8286","0.3112","1.0000"
"1226.9600","-18.7596","0.3112","1.0000"
"1226.9800","-18.7610","0.3112","1.0000"
"1227.0000","-18.7796","0.3112","1.0000"
"1227.0200","-18.8428","0.3112","1.0000"
"1227.0400","-18.8355","0.3112","1.0000"
"1227.0600","-18.8161","0.3112","1.0000"
"1227.0800","-18.8292","0.3112","1.0000"
"1227.1000","-18.7917","0.3112","1.0000"
"1227.1200","-18.7474","0.3112","1.0000"
"1227.1400","-18.7423","0.3112","1.0000"
"1227.1600","-18.7671","0.3112","1.0000"
"1227.1800","-18.7458","0.3112","1.0000"
"1227.2000","-18.8011","0.3112","1.0000"
"1227.2200","-18.8323","0.3112","1.0000"
"1227.2400","-18.7493","0.3112","1.0000"
"1227.2600","-18.7465","0.3112","1.0000"
"1227.2800","-18.8236","0.3112","1.0000"
"1227.3000","-18.7052","0.3112","1.0000"
"1227.3200","-18.6777","0.3112","1.0000"
"1227.3400","-18.7542","0.3112","1.0000"
"1227.3600","-18.7629","0.3112","1.0000"
"1227.3800","-18.6852","0.3112","1.0000"
"1227.4000","-18.7403","0.3112","1.0000"
"1227.4200","-18.8618","0.3112","1.0000"
"1227.4400","-18.7718","0.3112","1.0000"
"1227.4600","-18.7889","0.3112","1.0000"
"1227.4800","-18.9441","0.3112","1.0000"
"1227.5000","-18.8349","0.3112","1.0000"
"1227.5200","-18.8222","0.3112","1.0000"
"1227.5400","-18.8355","0.3112","1.0000"
"1227.5600","-18.8146","0.3112","1.0000"
"1227.5800","-18.7642","0.3112","1.0000"
"1227.6000","-18.8099","0.3112","1.0000"
"1227.6200","-18.8082","0.3112","1.0000"
"1227.6400","-18.8022","0.3112","1.0000"
"1227.6600","-18.8867","0.3112","1.0000"
"1227.6800","-18.8905","0.3112","1.0000"
"1227.7000","-18.8303","0.3112","1.0000"
"1227.7200","-18.8045","0.3112","1.0000"
"1227.7400","-18.9232","0.3112","1.0000"
"1227.7600","-18.9213","0.3112","1.0000"
"1227.7800","-18.8734","0.3112","1.0000"
"1227.8000","-18.8742","0.3112","1.0000"
"1227.8200","-18.8920","0.3112","1.0000"
"1227.8400","-18.9039","0.3112","1.0000"
"1227.8600","-18.9485","0.3112","1.0000"
"1227.8800","-18.9039","0.3112","1.0000"
"1227.9000","-18.8449","0.3112","1.0000"
"1227.9200","-18.8488","0.3112","1.0000"
"1227.9400","-18.9216","0.3112","1.0000"
"1227.9600","-18.9794","0.3112","1.0000"
"1227.9800","-18.9393","0.3112","1.0000"
"1228.0000","-18.9423","0.3112","1.0000"
"1228.0200","-18.9465","0.3112","1.0000"
"1228.0400","-18.8548","0.3112","1.0000"
"1228.0600","-18.8810","0.3112","1.0000"
"1228.0800","-18.9706","0.3112","1.0000"
"1228.1000","-18.9941","0.3112","1.0000"
"1228.1200","-18.9365","0.3112","1.0000"
"1228.1400","-18.9085","0.3112","1.0000"
"1228.1600","-18.9118","0.3112","1.0000"
"1228.1800","-18.8527","0.3112","1.0000"
"1228.2000","-18.8887","0.3112","1.0000"
"1228.2200","-18.9773","0.3112","1.0000"
"1228.2400","-18.9777","0.3112","1.0000"
"1228.2600","-18.9368","0.3112","1.0000"
"1228.2800","-18.9967","0.3112","1.0000"
"1228.3000","-19.0328","0.3112","1.0000"
"1228.3200","-19.0033","0.3112","1.0000"
"1228.3400","-19.0123","0.3112","1.0000"
"1228.3600","-18.9887","0.3112","1.0000"
"1228.3800","-18.9738","0.3112","1.0000"
"1228.4000","-18.9765","0.3112","1.0000"
"1228.4200","-18.9778","0.3112","1.0000"
"1228.4400","-18.9595","0.3112","1.0000"
"1228.4600","-18.9394","0.3112","1.0000"
"1228.4800","-19.0318","0.3112","1.0000"
"1228.5000","-19.1174","0.3112","1.0000"
"1228.5200","-19.0583","0.3112","1.0000"
"1228.5400","-18.9939","0.3112","1.0000"
"1228.5600","-19.0475","0.3112","1.0000"
"1228.5800","-19.1294","0.3112","1.0000"
"1228.6000","-19.0145","0.3112","1.0000"
"1228.6200","-18.9308","0.3112","1.0000"
"1228.6400","-18.9624","0.3112","1.0000"
"1228.6600","-18.9985","0.3112","1.0000"
"1228.6800","-18.9004","0.3112","1.0000"
"1228.7000","-18.9836","0.3112","1.0000"
"1228.7200","-18.9887","0.3112","1.0000"
"1228.7400","-19.0216","0.3112","1.0000"
"1228.7600","-19.0373","0.3112","1.0000"
"1228.7800","-19.1379","0.3112","1.0000"
"1228.8000","-19.0619","0.3112","1.0000"
"1228.8200","-19.0671","0.3112","1.0000"
"1228.8400","-19.0866","0.3112","1.0000"
"1228.8600","-18.9718","0.3112","1.0000"
"1228.8800","-19.0299","0.3112","1.0000"
"1228.9000","-19.1829","0.3112","1.0000"
"1228.9200","-19.1487","0.3112","1.0000"
"1228.9400","-19.0654","0.3112","1.0000"
"1228.9600","-19.1204","0.3112","1.0000"
"1228.9800","-19.2268","0.3112","1.0000"
"1229.0000","-19.0551","0.3112","1.0000"
"1229.0200","-19.0918","0.3112","1.0000"
"1229.0400","-19.1829","0.3112","1.0000"
"1229.0600","-19.1110","0.3112","1.0000"
"1229.0800","-19.1139","0.3112","1.0000"
"1229.1000","-19.2510","0.3112","1.0000"
"1229.1200","-19.3020","0.3112","1.0000"
"1229.1400","-19.2052","0.3112","1.0000"
"1229.1600","-19.2706","0.3112","1.0000"
"1229.1800","-19.2591","0.3112","1.0000"
"1229.2000","-19.2608","0.3112","1.0000"
"1229.2200","-19.3050","0.3112","1.0000"
"1229.2400","-19.2955","0.3112","1.0000"
"1229.2600","-19.2688","0.3112","1.0000"
"1229.2800","-19.3216","0.3112","1.0000"
"1229.3000","-19.3621","0.3112","1.0000"
"1229.3200","-19.1789","0.3112","1.0000"
"1229.3400","-19.1445","0.3112","1.0000"
"1229.3600","-19.2544","0.3112","1.0000"
"1229.3800","-19.3046","0.3112","1.0000"
"1229.4000","-19.3705","0.3112","1.0000"
"1229.4200","-19.4402","0.3112","1.0000"
"1229.4400","-19.3583","0.3112","1.0000"
"1229.4600","-19.3476","0.3112","1.0000"
"1229.4800","-19.3057","0.3112","1.0000"
"1229.5000","-19.2976","0.3112","1.0000"
"1229.5200","-19.3093","0.3112","1.0000"
"1229.5400","-19.2990","0.3112","1.0000"
"1229.5600","-19.3155","0.3112","1.0000"
"1229.5800","-19.3453","0.3112","1.0000"
"1229.6000","-19.2879","0.3112","1.0000"
"1229.6200","-19.3038","0.3112","1.0000"
"1229.6400","-19.3108","0.3112","1.0000"
"1229.6600","-19.3392","0.3112","1.0000"
"1229.6800","-19.2479","0.3112","1.0000"
"1229.7000","-19.2596","0.3112","1.0000"
"1229.7200","-19.4019","0.3112","1.0000"
"1229.7400","-19.4353","0.3112","1.0000"
"1229.7600","-19.2799","0.3112","1.0000"
"1229.7800","-19.2756","0.3112","1.0000"
"1229.8000","-19.3751","0.3112","1.0000"
"1229.8200","-19.3280","0.3112","1.0000"
"1229.8400","-19.3756","0.3112","1.0000"
"1229.8600","-19.4285","0.3112","1.0000"
"1229.8800","-19.3770","0.3112","1.0000"
"1229.9000","-19.3300","0.3112","1.0000"
"1229.9200","-19.3998","0.3112","1.0000"
"1229.9400","-19.4670","0.3112","1.0000"
"1229.9600","-19.4221","0.3112","1.0000"
"1229.9800","-19.4628","0.3112","1.0000"
"1230.0000","-19.4001","0.3112","1.0000"
"1230.0200","-19.2580","0.3112","1.0000"
"1230.0400","-19.3232","0.3112","1.0000"
"1230.0600","-19.4262","0.3112","1.0000"
"1230.0800","-19.4300","0.3112","1.0000"
"1230.1000","-19.4112","0.3112","1.0000"
"1230.1200","-19.4661","0.3112","1.0000"
"1230.1400","-19.4930","0.3112","1.0000"
"1230.1600","-19.3847","0.3112","1.0000"
"1230.1800","-19.3362","0.3112","1.0000"
"1230.2000","-19.3863","0.3112","1.0000"
"1230.2200","-19.3637","0.3112","1.0000"
"1230.2400","-19.3704","0.3112","1.0000"
"1230.2600","-19.4856","0.3112","1.0000"
"1230.2800","-19.4609","0.3112","1.0000"
"1230.3000","-19.5051","0.3112","1.0000"
"1230.3200","-19.4703","0.3112","1.0000"
"1230.3400","-19.4734","0.3112","1.0000"
"1230.3600","-19.5053","0.3112","1.0000"
"1230.3800","-19.4661","0.3112","1.0000"
"1230.4000","-19.4907","0.3112","1.0000"
"1230.4200","-19.5315","0.3112","1.0000"
"1230.4400","-19.5454","0.3112","1.0000"
"1230.4600","-19.5507","0.3112","1.0000"
"1230.4800","-19.5491","0.3112","1.0000"
"1230.5000","-19.4909","0.3112","1.0000"
"1230.5200","-19.4497","0.3112","1.0000"
"1230.5400","-19.5168","0.3112","1.0000"
"1230.5600","-19.4971","0.3112","1.0000"
"1230.5800","-19.3793","0.3112","1.0000"
"1230.6000","-19.3984","0.3112","1.0000"
"1230.6200","-19.4839","0.3112","1.0000"
"1230.6400","-19.4897","0.3112","1.0000"
"1230.6600","-19.4501","0.3112","1.0000"
"1230.6800","-19.3582","0.3112","1.0000"
"1230.7000","-19.3441","0.3112","1.0000"
"1230.7200","-19.4091","0.3112","1.0000"
"1230.7400","-19.4910","0.3112","1.0000"
"1230.7600","-19.4546","0.3112","1.0000"
"1230.7800","-19.4579","0.3112","1.0000"
"1230.8000","-19.5449","0.3112","1.0000"
"1230.8200","-19.5402","0.3112","1.0000"
"1230.8400","-19.5015","0.3112","1.0000"
"1230.8600","-19.4460","0.3112","1.0000"
"1230.8800","-19.4133","0.3112","1.0000"
"1230.9000","-19.4871","0.3112","1.0000"
"1230.9200","-19.4568","0.3112","1.0000"
"1230.9400","-19.5011","0.3112","1.0000"
"1230.9600","-19.5212","0.3112","1.0000"
"1230.9800","-19.4788","0.3112","1.0000"
"1231.0000","-19.4897","0.3112","1.0000"
"1231.0200","-19.4272","0.3112","1.0000"
"1231.0400","-19.3793","0.3112","1.0000"
"1231.0600","-19.3938","0.3112","1.0000"
"1231.0800","-19.4256","0.3112","1.0000"
"1231.1000","-19.3762","0.3112","1.0000"
"1231.1200","-19.3228","0.3112","1.0000"
"1231.1400","-19.3429","0.3112","1.0000"
"1231.1600","-19.4014","0.3112","1.0000"
"1231.1800","-19.4164","0.3112","1.0000"
"1231.2000","-19.3689","0.3112","1.0000"
"1231.2200","-19.3755","0.3112","1.0000"
"1231.2400","-19.3966","0.3112","1.0000"
"1231.2600","-19.3593","0.3112","1.0000"
"1231.2800","-19.4564","0.3112","1.0000"
"1231.3000","-19.4806","0.3112","1.0000"
"1231.3200","-19.4988","0.3112","1.0000"
"1231.3400","-19.4466","0.3112","1.0000"
"1231.3600","-19.4285","0.3112","1.0000"
"1231.3800","-19.4446","0.3112","1.0000"
"1231.4000","-19.4259","0.3112","1.0000"
"1231.4200","-19.4139","0.3112","1.0000"
"1231.4400","-19.4657","0.3112","1.0000"
"1231.4600","-19.4671","0.3112","1.0000"
"1231.4800","-19.4362","0.3112","1.0000"
"1231.5000","-19.5232","0.3112","1.0000"
"1231.5200","-19.5088","0.3112","1.0000"
"1231.5400","-19.4634","0.3112","1.0000"
"1231.5600","-19.5196","0.3112","1.0000"
"1231.5800","-19.5489","0.3112","1.0000"
"1231.6000","-19.4523","0.3112","1.0000"
"1231.6200","-19.4537","0.3112","1.0000"
"1231.6400","-19.4881","0.3112","1.0000"
"1231.6600","-19.5484","0.3112","1.0000"
"1231.6800","-19.4296","0.3112","1.0000"
"1231.7000","-19.4314","0.3112","1.0000"
"1231.7200","-19.4892","0.3112","1.0000"
"1231.7400","-19.4565","0.3112","1.0000"
"1231.7600","-19.4993","0.3112","1.0000"
"1231.7800","-19.6351","0.3112","1.0000"
"1231.8000","-19.4842","0.3112","1.0000"
"1231.8200","-19.4184","0.3112","1.0000"
"1231.8400","-19.4891","0.3112","1.0000"
"1231.8600","-19.5370","0.3112","1.0000"
"1231.8800","-19.4959","0.3112","1.0000"
"1231.9000","-19.5585","0.3112","1.0000"
"1231.9200","-19.6102","0.3112","1.0000"
"1231.9400","-19.5179","0.3112","1.0000"
"1231.9600","-19.5457","0.3112","1.0000"
"1231.9800","-19.6639","0.3112","1.0000"
"1232.0000","-19.5510","0.3112","1.0000"
"1232.0200","-19.5683","0.3112","1.0000"
"1232.0400","-19.6435","0.3112","1.0000"
"1232.0600","-19.5535","0.3112","1.0000"
"1232.0800","-19.4028","0.3112","1.0000"
"1232.1000","-19.5471","0.3112","1.0000"
"1232.1200","-19.6340","0.3112","1.0000"
"1232.1400","-19.6231","0.3112","1.0000"
"1232.1600","-19.6921","0.3112","1.0000"
"1232.1800","-19.6533","0.3112","1.0000"
"1232.2000","-19.5386","0.3112","1.0000"
"1232.2200","-19.5231","0.3112","1.0000"
"1232.2400","-19.5343","0.3112","1.0000"
"1232.2600","-19.5203","0.3112","1.0000"
"1232.2800","-19.5117","0.3112","1.0000"
"1232.3000","-19.5396","0.3112","1.0000"
"1232.3200","-19.5870","0.3112","1.0000"
"1232.3400","-19.5481","0.3112","1.0000"
"1232.3600","-19.5551","0.3112","1.0000"
"1232.3800","-19.5863","0.3112","1.0000"
"1232.4000","-19.6013","0.3112","1.0000"
"1232.4200","-19.6159","0.3112","1.0000"
"1232.4400","-19.6889","0.3112","1.0000"
"1232.4600","-19.6499","0.3112","1.0000"
"1232.4800","-19.5518","0.3112","1.0000"
"1232.5000","-19.6600","0.3112","1.0000"
"1232.5200","-19.7031","0.3112","1.0000"
"1232.5400","-19.6879","0.3112","1.0000"
"1232.5600","-19.6035","0.3112","1.0000"
"1232.5800","-19.5594","0.3112","1.0000"
"1232.6000","-19.6367","0.3112","1.0000"
"1232.6200","-19.6459","0.3112","1.0000"
"1232.6400","-19.6466","0.3112","1.0000"
"1232.6600","-19.6735","0.3112","1.0000"
"1232.6800","-19.6923","0.3112","1.0000"
"1232.7000","-19.6450","0.3112","1.0000"
"1232.7200","-19.5609","0.3112","1.0000"
"1232.7400","-19.5890","0.3112","1.0000"
"1232.7600","-19.5856","0.3112","1.0000"
"1232.7800","-19.5466","0.3112","1.0000"
"1232.8000","-19.5518","0.3112","1.0000"
"1232.8200","-19.6008","0.3112","1.0000"
"1232.8400","-19.5880","0.3112","1.0000"
"1232.8600","-19.5842","0.3112","1.0000"
"1232.8800","-19.4320","0.3112","1.0000"
"1232.9000","-19.3728","0.3112","1.0000"
"1232.9200","-19.4892","0.3112","1.0000"
"1232.9400","-19.5651","0.3112","1.0000"
"1232.9600","-19.5721","0.3112","1.0000"
"1232.9800","-19.4970","0.3112","1.0000"
"1233.0000","-19.5523","0.3112","1.0000"
"1233.0200","-19.5001","0.3112","1.0000"
"1233.0400","-19.4502","0.3112","1.0000"
"1233.0600","-19.4933","0.3112","1.0000"
"1233.0800","-19.5802","0.3112","1.0000"
"1233.1000","-19.5943","0.3112","1.0000"
"1233.1200","-19.5791","0.3112","1.0000"
"1233.1400","-19.5553","0.3112","1.0000"
"1233.1600","-19.5357","0.3112","1.0000"
"1233.1800","-19.5448","0.3112","1.0000"
"1233.2000","-19.5532","0.3112","1.0000"
"1233.2200","-19.6332","0.3112","1.0000"
"1233.2400","-19.5679","0.3112","1.0000"
"1233.2600","-19.6000","0.3112","1.0000"
"1233.2800","-19.5457","0.3112","1.0000"
"1233.3000","-19.4993","0.3112","1.0000"
"1233.3200","-19.5733","0.3112","1.0000"
"1233.3400","-19.6289","0.3112","1.0000"
"1233.3600","-19.5862","0.3112","1.0000"
"1233.3800","-19.5238","0.3112","1.0000"
"1233.4000","-19.6069","0.3112","1.0000"
"1233.4200","-19.6018","0.3112","1.0000"
"1233.4400","-19.5483","0.3112","1.0000"
"1233.4600","-19.5257","0.3112","1.0000"
"1233.4800","-19.6489","0.3112","1.0000"
"1233.5000","-19.6372","0.3112","1.0000"
"1233.5200","-19.6251","0.3112","1.0000"
"1233.5400","-19.5771","0.3112","1.0000"
"1233.5600","-19.6255","0.3112","1.0000"
"1233.5800","-19.6681","0.3112","1.0000"
"1233.6000","-19.5689","0.3112","1.0000"
"1233.6200","-19.4641","0.3112","1.0000"
"1233.6400","-19.3940","0.3112","1.0000"
"1233.6600","-19.4668","0.3112","1.0000"
"1233.6800","-19.5456","0.3112","1.0000"
"1233.7000","-19.5810","0.3112","1.0000"
"1233.7200","-19.6336","0.3112","1.0000"
"1233.7400","-19.5389","0.3112","1.0000"
"1233.7600","-19.4646","0.3112","1.0000"
"1233.7800","-19.5096","0.3112","1.0000"
"1233.8000","-19.5814","0.3112","1.0000"
"1233.8200","-19.5588","0.3112","1.0000"
"1233.8400","-19.4976","0.3112","1.0000"
"1233.8600","-19.6064","0.3112","1.0000"
"1233.8800","-19.5878","0.3112","1.0000"
"1233.9000","-19.5197","0.3112","1.0000"
"1233.9200","-19.5633","0.3112","1.0000"
"1233.9400","-19.5640","0.3112","1.0000"
"1233.9600","-19.6350","0.3112","1.0000"
"1233.9800","-19.5823","0.3112","1.0000"
"1234.0000","-19.5886","0.3112","1.0000"
"1234.0200","-19.6003","0.3112","1.0000"
"1234.0400","-19.5528","0.3112","1.0000"
"1234.0600","-19.5863","0.3112","1.0000"
