Results Table 1
,Force at Preset point (PIP 1),Displacement at Preset point (PIP 1),Time at Preset point (PIP 1)
,(kN),(mm),(s)
1,"0.15","0.31","5.82"

Raw Data
Time,Force,Displacement,PIP count
(s),(N),(mm),
"240.1600","105.8979","0.3112","1.0000"
"240.1800","105.8654","0.3112","1.0000"
"240.2000","105.9906","0.3112","1.0000"
"240.2200","106.0410","0.3112","1.0000"
"240.2400","106.0642","0.3112","1.0000"
"240.2600","106.0176","0.3112","1.0000"
"240.2800","105.9706","0.3112","1.0000"
"240.3000","105.8797","0.3112","1.0000"
"240.3200","105.9262","0.3112","1.0000"
"240.3400","105.8664","0.3112","1.0000"
"240.3600","105.8086","0.3112","1.0000"
"240.3800","105.8822","0.3112","1.0000"
"240.4000","105.9130","0.3112","1.0000"
"240.4200","105.9411","0.3112","1.0000"
"240.4400","105.9460","0.3112","1.0000"
"240.4600","106.0114","0.3112","1.0000"
"240.4800","106.0696","0.3112","1.0000"
"240.5000","105.9272","0.3112","1.0000"
"240.5200","105.8686","0.3112","1.0000"
"240.5400","105.9268","0.3112","1.0000"
"240.5600","105.9248","0.3112","1.0000"
"240.5800","105.9542","0.3112","1.0000"
"240.6000","105.8980","0.3112","1.0000"
"240.6200","105.8664","0.3112","1.0000"
"240.6400","105.9002","0.3112","1.0000"
"240.6600","105.8869","0.3112","1.0000"
"240.6800","105.8513","0.3112","1.0000"
"240.7000","105.8697","0.3112","1.0000"
"240.7200","105.9636","0.3112","1.0000"
"240.7400","105.9389","0.3112","1.0000"
"240.7600","105.8841","0.3112","1.0000"
"240.7800","105.8857","0.3112","1.0000"
"240.8000","105.9506","0.3112","1.0000"
"240.8200","105.9046","0.3112","1.0000"
"240.8400","105.8033","0.3112","1.0000"
"240.8600","105.8348","0.3112","1.0000"
"240.8800","105.9006","0.3112","1.0000"
"240.9000","105.9208","0.3112","1.0000"
"240.9200","105.9374","0.3112","1.0000"
"240.9400","105.9534","0.3112","1.0000"
"240.9600","105.9188","0.3112","1.0000"
"240.9800","105.9025","0.3112","1.0000"
"241.0000","105.9224","0.3112","1.0000"
"241.0200","105.9469","0.3112","1.0000"
"241.0400","105.8743","0.3112","1.0000"
"241.0600","105.9344","0.3112","1.0000"
"241.0800","106.0729","0.3112","1.0000"
"241.1000","105.9869","0.3112","1.0000"
"241.1200","105.9089","0.3112","1.0000"
"241.1400","105.9026","0.3112","1.0000"
"241.1600","105.9035","0.3112","1.0000"
"241.1800","105.8786","0.3112","1.0000"
"241.2000","105.8651","0.3112","1.0000"
"241.2200","105.9400","0.3112","1.0000"
"241.2400","105.8709","0.3112","1.0000"
"241.2600","105.9216","0.3112","1.0000"
"241.2800","106.0181","0.3112","1.0000"
"241.3000","105.9296","0.3112","1.0000"
"241.3200","105.8570","0.3112","1.0000"
"241.3400","105.8551","0.3112","1.0000"
"241.3600","105.7892","0.3112","1.0000"
"241.3800","105.7497","0.3112","1.0000"
"241.4000","105.9062","0.3112","1.0000"
"241.4200","105.8526","0.3112","1.0000"
"241.4400","105.7062","0.3112","1.0000"
"241.4600","105.8581","0.3112","1.0000"
"241.4800","105.7724","0.3112","1.0000"
"241.5000","105.7095","0.3112","1.0000"
"241.5200","105.8027","0.3112","1.0000"
"241.5400","105.9685","0.3112","1.0000"
"241.5600","105.8600","0.3112","1.0000"
"241.5800","105.8698","0.3112","1.0000"
"241.6000","105.9120","0.3112","1.0000"
"241.6200","105.9353","0.3112","1.0000"
"241.6400","105.8861","0.3112","1.0000"
"241.6600","105.8650","0.3112","1.0000"
"241.6800","105.9532","0.3112","1.0000"
"241.7000","105.9340","0.3112","1.0000"
"241.7200","105.8443","0.3112","1.0000"
"241.7400","105.9074","0.3112","1.0000"
"241.7600","105.8855","0.3112","1.0000"
"241.7800","105.8511","0.3112","1.0000"
"241.8000","105.8246","0.3112","1.0000"
"241.8200","105.8220","0.3112","1.0000"
"241.8400","105.8476","0.3112","1.0000"
"241.8600","105.8700","0.3112","1.0000"
"241.8800","105.9162","0.3112","1.0000"
"241.9000","105.8574","0.3112","1.0000"
"241.9200","105.8525","0.3112","1.0000"
"241.9400","105.7858","0.3112","1.0000"
"241.9600","105.8195","0.3112","1.0000"
"241.9800","105.8765","0.3112","1.0000"
"242.0000","105.8142","0.3112","1.0000"
"242.0200","105.8083","0.3112","1.0000"
"242.0400","105.7664","0.3112","1.0000"
"242.0600","105.8322","0.3112","1.0000"
"242.0800","105.8513","0.3112","1.0000"
"242.1000","105.7390","0.3112","1.0000"
"242.1200","105.6628","0.3112","1.0000"
"242.1400","105.6543","0.3112","1.0000"
"242.1600","105.7717","0.3112","1.0000"
"242.1800","105.7705","0.3112","1.0000"
"242.2000","105.7254","0.3112","1.0000"
"242.2200","105.7515","0.3112","1.0000"
"242.2400","105.6558","0.3112","1.0000"
"242.2600","105.6665","0.3112","1.0000"
"242.2800","105.7938","0.3112","1.0000"
"242.3000","105.7778","0.3112","1.0000"
"242.3200","105.7287","0.3112","1.0000"
"242.3400","105.7491","0.3112","1.0000"
"242.3600","105.8120","0.3112","1.0000"
"242.3800","105.9370","0.3112","1.0000"
"242.4000","105.9193","0.3112","1.0000"
"242.4200","105.8177","0.3112","1.0000"
"242.4400","105.6960","0.3112","1.0000"
"242.4600","105.7214","0.3112","1.0000"
"242.4800","105.7289","0.3112","1.0000"
"242.5000","105.7754","0.3112","1.0000"
"242.5200","105.7601","0.3112","1.0000"
"242.5400","105.7477","0.3112","1.0000"
"242.5600","105.7838","0.3112","1.0000"
"242.5800","105.8052","0.3112","1.0000"
"242.6000","105.7211","0.3112","1.0000"
"242.6200","105.6910","0.3112","1.0000"
"242.6400","105.7630","0.3112","1.0000"
"242.6600","105.7876","0.3112","1.0000"
"242.6800","105.7463","0.3112","1.0000"
"242.7000","105.7624","0.3112","1.0000"
"242.7200","105.7909","0.3112","1.0000"
"242.7400","105.6867","0.3112","1.0000"
"242.7600","105.6303","0.3112","1.0000"
"242.7800","105.5915","0.3112","1.0000"
"242.8000","105.6057","0.3112","1.0000"
"242.8200","105.6497","0.3112","1.0000"
"242.8400","105.7262","0.3112","1.0000"
"242.8600","105.7319","0.3112","1.0000"
"242.8800","105.6490","0.3112","1.0000"
"242.9000","105.7304","0.3112","1.0000"
"242.9200","105.8071","0.3112","1.0000"
"242.9400","105.7182","0.3112","1.0000"
"242.9600","105.5714","0.3112","1.0000"
"242.9800","105.5971","0.3112","1.0000"
"243.0000","105.5889","0.3112","1.0000"
"243.0200","105.5847","0.3112","1.0000"
"243.0400","105.7541","0.3112","1.0000"
"243.0600","105.6893","0.3112","1.0000"
"243.0800","105.5170","0.3112","1.0000"
"243.1000","105.6197","0.3112","1.0000"
"243.1200","105.6892","0.3112","1.0000"
"243.1400","105.6820","0.3112","1.0000"
"243.1600","105.5986","0.3112","1.0000"
"243.1800","105.5972","0.3112","1.0000"
"243.2000","105.6595","0.3112","1.0000"
"243.2200","105.6605","0.3112","1.0000"
"243.2400","105.6700","0.3112","1.0000"
"243.2600","105.6345","0.3112","1.0000"
"243.2800","105.5544","0.3112","1.0000"
"243.3000","105.5229","0.3112","1.0000"
"243.3200","105.4255","0.3112","1.0000"
"243.3400","105.5017","0.3112","1.0000"
"243.3600","105.5350","0.3112","1.0000"
"243.3800","105.5951","0.3112","1.0000"
"243.4000","105.6509","0.3112","1.0000"
"243.4200","105.6258","0.3112","1.0000"
"243.4400","105.5916","0.3112","1.0000"
"243.4600","105.5452","0.3112","1.0000"
"243.4800","105.5760","0.3112","1.0000"
"243.5000","105.4480","0.3112","1.0000"
"243.5200","105.5165","0.3112","1.0000"
"243.5400","105.5056","0.3112","1.0000"
"243.5600","105.5033","0.3112","1.0000"
"243.5800","105.6036","0.3112","1.0000"
"243.6000","105.6546","0.3112","1.0000"
"243.6200","105.6475","0.3112","1.0000"
"243.6400","105.6088","0.3112","1.0000"
"243.6600","105.6350","0.3112","1.0000"
"243.6800","105.5695","0.3112","1.0000"
"243.7000","105.5358","0.3112","1.0000"
"243.7200","105.5464","0.3112","1.0000"
"243.7400","105.6108","0.3112","1.0000"
"243.7600","105.5378","0.3112","1.0000"
"243.7800","105.5334","0.3112","1.0000"
"243.8000","105.5867","0.3112","1.0000"
"243.8200","105.5500","0.3112","1.0000"
"243.8400","105.5700","0.3112","1.0000"
"243.8600","105.6967","0.3112","1.0000"
"243.8800","105.6848","0.3112","1.0000"
"243.9000","105.5767","0.3112","1.0000"
"243.9200","105.5911","0.3112","1.0000"
"243.9400","105.5934","0.3112","1.0000"
"243.9600","105.4773","0.3112","1.0000"
"243.9800","105.4448","0.3112","1.0000"
"244.0000","105.4644","0.3112","1.0000"
"244.0200","105.5343","0.3112","1.0000"
"244.0400","105.5277","0.3112","1.0000"
"244.0600","105.5011","0.3112","1.0000"
"244.0800","105.5485","0.3112","1.0000"
"244.1000","105.5716","0.3112","1.0000"
"244.1200","105.5473","0.3112","1.0000"
"244.1400","105.4706","0.3112","1.0000"
"244.1600","105.4401","0.3112","1.0000"
"244.1800","105.4295","0.3112","1.0000"
"244.2000","105.5204","0.3112","1.0000"
"244.2200","105.5442","0.3112","1.0000"
"244.2400","105.4299","0.3112","1.0000"
"244.2600","105.4034","0.3112","1.0000"
"244.2800","105.4038","0.3112","1.0000"
"244.3000","105.4632","0.3112","1.0000"
"244.3200","105.4330","0.3112","1.0000"
"244.3400","105.3635","0.3112","1.0000"
"244.3600","105.3077","0.3112","1.0000"
"244.3800","105.2816","0.3112","1.0000"
"244.4000","105.4504","0.3112","1.0000"
"244.4200","105.3910","0.3112","1.0000"
"244.4400","105.3002","0.3112","1.0000"
"244.4600","105.2606","0.3112","1.0000"
"244.4800","105.3202","0.3112","1.0000"
"244.5000","105.3463","0.3112","1.0000"
"244.5200","105.3179","0.3112","1.0000"
"244.5400","105.3053","0.3112","1.0000"
"244.5600","105.2944","0.3112","1.0000"
"244.5800","105.3059","0.3112","1.0000"
"244.6000","105.2477","0.3112","1.0000"
"244.6200","105.3131","0.3112","1.0000"
"244.6400","105.3788","0.3112","1.0000"
"244.6600","105.3799","0.3112","1.0000"
"244.6800","105.2558","0.3112","1.0000"
"244.7000","105.2659","0.3112","1.0000"
"244.7200","105.2570","0.3112","1.0000"
"244.7400","105.2517","0.3112","1.0000"
"244.7600","105.2311","0.3112","1.0000"
"244.7800","105.2126","0.3112","1.0000"
"244.8000","105.1991","0.3112","1.0000"
"244.8200","105.2648","0.3112","1.0000"
"244.8400","105.2120","0.3112","1.0000"
"244.8600","105.1358","0.3112","1.0000"
"244.8800","105.1621","0.3112","1.0000"
"244.9000","105.1398","0.3112","1.0000"
"244.9200","105.1755","0.3112","1.0000"
"244.9400","105.2285","0.3112","1.0000"
"244.9600","105.2507","0.3112","1.0000"
"244.9800","105.2750","0.3112","1.0000"
"245.0000","105.1704","0.3112","1.0000"
"245.0200","105.2273","0.3112","1.0000"
"245.0400","105.2012","0.3112","1.0000"
"245.0600","105.1269","0.3112","1.0000"
"245.0800","105.0979","0.3112","1.0000"
"245.1000","105.1844","0.3112","1.0000"
"245.1200","105.0862","0.3112","1.0000"
"245.1400","104.9987","0.3112","1.0000"
"245.1600","105.0899","0.3112","1.0000"
"245.1800","105.1281","0.3112","1.0000"
"245.2000","105.0755","0.3112","1.0000"
"245.2200","105.1139","0.3112","1.0000"
"245.2400","105.1251","0.3112","1.0000"
"245.2600","105.0155","0.3112","1.0000"
"245.2800","104.9924","0.3112","1.0000"
"245.3000","105.1224","0.3112","1.0000"
"245.3200","105.1287","0.3112","1.0000"
"245.3400","105.1058","0.3112","1.0000"
"245.3600","105.0639","0.3112","1.0000"
"245.3800","105.0864","0.3112","1.0000"
"245.4000","105.0104","0.3112","1.0000"
"245.4200","105.0976","0.3112","1.0000"
"245.4400","105.1087","0.3112","1.0000"
"245.4600","105.1522","0.3112","1.0000"
"245.4800","105.1803","0.3112","1.0000"
"245.5000","105.1069","0.3112","1.0000"
"245.5200","105.0496","0.3112","1.0000"
"245.5400","105.1342","0.3112","1.0000"
"245.5600","105.0800","0.3112","1.0000"
"245.5800","105.1029","0.3112","1.0000"
"245.6000","105.1430","0.3112","1.0000"
"245.6200","105.2344","0.3112","1.0000"
"245.6400","105.0958","0.3112","1.0000"
"245.6600","105.0480","0.3112","1.0000"
"245.6800","105.0898","0.3112","1.0000"
"245.7000","105.0544","0.3112","1.0000"
"245.7200","105.0422","0.3112","1.0000"
"245.7400","105.0393","0.3112","1.0000"
"245.7600","104.9852","0.3112","1.0000"
"245.7800","104.9251","0.3112","1.0000"
"245.8000","104.9886","0.3112","1.0000"
"245.8200","105.0274","0.3112","1.0000"
"245.8400","105.0063","0.3112","1.0000"
"245.8600","105.0356","0.3112","1.0000"
"245.8800","105.0700","0.3112","1.0000"
"245.9000","105.1790","0.3112","1.0000"
"245.9200","105.2144","0.3112","1.0000"
"245.9400","105.1516","0.3112","1.0000"
"245.9600","105.0824","0.3112","1.0000"
"245.9800","105.1107","0.3112","1.0000"
"246.0000","105.1739","0.3112","1.0000"
"246.0200","105.1743","0.3112","1.0000"
"246.0400","105.0657","0.3112","1.0000"
"246.0600","105.0981","0.3112","1.0000"
"246.0800","105.0342","0.3112","1.0000"
"246.1000","105.0267","0.3112","1.0000"
"246.1200","105.0992","0.3112","1.0000"
"246.1400","105.0996","0.3112","1.0000"
"246.1600","105.0677","0.3112","1.0000"
"246.1800","105.1231","0.3112","1.0000"
"246.2000","105.0325","0.3112","1.0000"
"246.2200","104.9773","0.3112","1.0000"
"246.2400","105.0235","0.3112","1.0000"
"246.2600","104.9556","0.3112","1.0000"
"246.2800","104.8875","0.3112","1.0000"
"246.3000","104.9375","0.3112","1.0000"
"246.3200","104.9671","0.3112","1.0000"
"246.3400","104.9898","0.3112","1.0000"
"246.3600","105.0272","0.3112","1.0000"
"246.3800","105.0163","0.3112","1.0000"
"246.4000","105.0426","0.3112","1.0000"
"246.4200","104.9841","0.3112","1.0000"
"246.4400","105.0722","0.3112","1.0000"
"246.4600","105.0809","0.3112","1.0000"
"246.4800","104.9899","0.3112","1.0000"
"246.5000","104.9754","0.3112","1.0000"
"246.5200","105.0560","0.3112","1.0000"
"246.5400","105.0460","0.3112","1.0000"
"246.5600","104.9943","0.3112","1.0000"
"246.5800","104.9850","0.3112","1.0000"
"246.6000","104.9717","0.3112","1.0000"
"246.6200","104.9227","0.3112","1.0000"
"246.6400","104.9385","0.3112","1.0000"
"246.6600","104.9623","0.3112","1.0000"
"246.6800","104.9669","0.3112","1.0000"
"246.7000","105.0350","0.3112","1.0000"
"246.7200","105.0145","0.3112","1.0000"
"246.7400","105.0403","0.3112","1.0000"
"246.7600","105.0687","0.3112","1.0000"
"246.7800","104.9731","0.3112","1.0000"
"246.8000","104.9332","0.3112","1.0000"
"246.8200","105.0212","0.3112","1.0000"
"246.8400","104.9690","0.3112","1.0000"
"246.8600","104.7910","0.3112","1.0000"
"246.8800","104.8095","0.3112","1.0000"
"246.9000","104.9249","0.3112","1.0000"
"246.9200","104.9773","0.3112","1.0000"
"246.9400","105.0261","0.3112","1.0000"
"246.9600","105.0041","0.3112","1.0000"
"246.9800","104.8888","0.3112","1.0000"
"247.0000","104.7736","0.3112","1.0000"
"247.0200","104.8517","0.3112","1.0000"
"247.0400","104.8843","0.3112","1.0000"
"247.0600","104.8376","0.3112","1.0000"
"247.0800","104.9525","0.3112","1.0000"
"247.1000","104.8609","0.3112","1.0000"
"247.1200","104.7775","0.3112","1.0000"
"247.1400","104.8563","0.3112","1.0000"
"247.1600","104.9243","0.3112","1.0000"
"247.1800","104.9575","0.3112","1.0000"
"247.2000","104.9149","0.3112","1.0000"
"247.2200","104.9330","0.3112","1.0000"
"247.2400","104.9044","0.3112","1.0000"
"247.2600","104.8808","0.3112","1.0000"
"247.2800","104.9140","0.3112","1.0000"
"247.3000","104.9236","0.3112","1.0000"
"247.3200","104.9641","0.3112","1.0000"
"247.3400","104.9267","0.3112","1.0000"
"247.3600","104.7927","0.3112","1.0000"
"247.3800","104.7091","0.3112","1.0000"
"247.4000","104.8054","0.3112","1.0000"
"247.4200","104.8810","0.3112","1.0000"
"247.4400","104.8210","0.3112","1.0000"
"247.4600","104.7975","0.3112","1.0000"
"247.4800","104.7948","0.3112","1.0000"
"247.5000","104.7682","0.3112","1.0000"
"247.5200","104.7575","0.3112","1.0000"
"247.5400","104.7353","0.3112","1.0000"
"247.5600","104.8082","0.3112","1.0000"
"247.5800","104.8273","0.3112","1.0000"
"247.6000","104.8268","0.3112","1.0000"
"247.6200","104.8053","0.3112","1.0000"
"247.6400","104.7081","0.3112","1.0000"
"247.6600","104.6943","0.3112","1.0000"
"247.6800","104.7705","0.3112","1.0000"
"247.7000","104.7733","0.3112","1.0000"
"247.7200","104.6127","0.3112","1.0000"
"247.7400","104.7002","0.3112","1.0000"
"247.7600","104.8412","0.3112","1.0000"
"247.7800","104.6726","0.3112","1.0000"
"247.8000","104.6627","0.3112","1.0000"
"247.8200","104.6440","0.3112","1.0000"
"247.8400","104.5446","0.3112","1.0000"
"247.8600","104.5871","0.3112","1.0000"
"247.8800","104.6356","0.3112","1.0000"
"247.9000","104.5535","0.3112","1.0000"
"247.9200","104.5413","0.3112","1.0000"
"247.9400","104.5885","0.3112","1.0000"
"247.9600","104.6083","0.3112","1.0000"
"247.9800","104.5106","0.3112","1.0000"
"248.0000","104.5067","0.3112","1.0000"
"248.0200","104.5486","0.3112","1.0000"
"248.0400","104.5099","0.3112","1.0000"
"248.0600","104.5373","0.3112","1.0000"
"248.0800","104.4829","0.3112","1.0000"
"248.1000","104.4394","0.3112","1.0000"
"248.1200","104.4957","0.3112","1.0000"
"248.1400","104.5527","0.3112","1.0000"
"248.1600","104.5399","0.3112","1.0000"
"248.1800","104.4032","0.3112","1.0000"
"248.2000","104.4589","0.3112","1.0000"
"248.2200","104.4833","0.3112","1.0000"
"248.2400","104.5580","0.3112","1.0000"
"248.2600","104.5243","0.3112","1.0000"
"248.2800","104.5308","0.3112","1.0000"
"248.3000","104.5346","0.3112","1.0000"
"248.3200","104.4617","0.3112","1.0000"
"248.3400","104.4375","0.3112","1.0000"
"248.3600","104.4667","0.3112","1.0000"
"248.3800","104.4145","0.3112","1.0000"
"248.4000","104.3645","0.3112","1.0000"
"248.4200","104.3468","0.3112","1.0000"
"248.4400","104.3366","0.3112","1.0000"
"248.4600","104.3356","0.3112","1.0000"
"248.4800","104.3893","0.3112","1.0000"
"248.5000","104.4729","0.3112","1.0000"
"248.5200","104.3625","0.3112","1.0000"
"248.5400","104.2984","0.3112","1.0000"
"248.5600","104.4020","0.3112","1.0000"
"248.5800","104.3246","0.3112","1.0000"
"248.6000","104.2970","0.3112","1.0000"
"248.6200","104.4363","0.3112","1.0000"
"248.6400","104.4736","0.3112","1.0000"
"248.6600","104.4053","0.3112","1.0000"
"248.6800","104.3498","0.3112","1.0000"
"248.7000","104.2820","0.3112","1.0000"
"248.7200","104.1809","0.3112","1.0000"
"248.7400","104.1559","0.3112","1.0000"
"248.7600","104.2392","0.3112","1.0000"
"248.7800","104.2024","0.3112","1.0000"
"248.8000","104.2521","0.3112","1.0000"
"248.8200","104.2976","0.3112","1.0000"
"248.8400","104.2119","0.3112","1.0000"
"248.8600","104.2316","0.3112","1.0000"
"248.8800","104.3636","0.3112","1.0000"
"248.9000","104.2487","0.3112","1.0000"
"248.9200","104.0486","0.3112","1.0000"
"248.9400","104.1395","0.3112","1.0000"
"248.9600","104.2336","0.3112","1.0000"
"248.9800","104.2863","0.3112","1.0000"
"249.0000","104.2653","0.3112","1.0000"
"249.0200","104.1459","0.3112","1.0000"
"249.0400","104.1176","0.3112","1.0000"
"249.0600","104.0614","0.3112","1.0000"
"249.0800","104.1085","0.3112","1.0000"
"249.1000","104.1370","0.3112","1.0000"
"249.1200","104.1673","0.3112","1.0000"
"249.1400","104.2102","0.3112","1.0000"
"249.1600","104.1193","0.3112","1.0000"
"249.1800","104.1530","0.3112","1.0000"
"249.2000","104.0868","0.3112","1.0000"
"249.2200","103.9841","0.3112","1.0000"
"249.2400","103.8998","0.3112","1.0000"
"249.2600","103.9560","0.3112","1.0000"
"249.2800","104.0037","0.3112","1.0000"
"249.3000","103.9969","0.3112","1.0000"
"249.3200","104.0099","0.3112","1.0000"
"249.3400","104.0313","0.3112","1.0000"
"249.3600","104.0837","0.3112","1.0000"
"249.3800","104.0475","0.3112","1.0000"
"249.4000","103.9852","0.3112","1.0000"
"249.4200","103.9984","0.3112","1.0000"
"249.4400","104.0030","0.3112","1.0000"
"249.4600","103.9600","0.3112","1.0000"
"249.4800","104.0083","0.3112","1.0000"
"249.5000","103.9616","0.3112","1.0000"
"249.5200","103.9990","0.3112","1.0000"
"249.5400","103.9376","0.3112","1.0000"
"249.5600","103.9482","0.3112","1.0000"
"249.5800","103.9731","0.3112","1.0000"
"249.6000","103.9415","0.3112","1.0000"
"249.6200","103.8781","0.3112","1.0000"
"249.6400","103.8158","0.3112","1.0000"
"249.6600","103.8499","0.3112","1.0000"
"249.6800","103.8830","0.3112","1.0000"
"249.7000","104.0251","0.3112","1.0000"
"249.7200","103.9415","0.3112","1.0000"
"249.7400","103.8717","0.3112","1.0000"
"249.7600","103.8137","0.3112","1.0000"
"249.7800","103.8910","0.3112","1.0000"
"249.8000","103.8194","0.3112","1.0000"
"249.8200","103.7873","0.3112","1.0000"
"249.8400","103.8537","0.3112","1.0000"
"249.8600","103.8607","0.3112","1.0000"
"249.8800","103.7824","0.3112","1.0000"
"249.9000","103.7596","0.3112","1.0000"
"249.9200","103.7951","0.3112","1.0000"
"249.9400","103.7060","0.3112","1.0000"
"249.9600","103.6689","0.3112","1.0000"
"249.9800","103.7317","0.3112","1.0000"
"250.0000","103.8125","0.3112","1.0000"
"250.0200","103.7818","0.3112","1.0000"
"250.0400","103.7778","0.3112","1.0000"
"250.0600","103.7084","0.3112","1.0000"
"250.0800","103.5790","0.3112","1.0000"
"250.1000","103.6799","0.3112","1.0000"
"250.1200","103.8071","0.3112","1.0000"
"250.1400","103.6999","0.3112","1.0000"
"250.1600","103.6844","0.3112","1.0000"
"250.1800","103.6504","0.3112","1.0000"
"250.2000","103.6460","0.3112","1.0000"
"250.2200","103.6474","0.3112","1.0000"
"250.2400","103.7232","0.3112","1.0000"
"250.2600","103.7466","0.3112","1.0000"
"250.2800","103.6994","0.3112","1.0000"
"250.3000","103.6908","0.3112","1.0000"
"250.3200","103.6302","0.3112","1.0000"
"250.3400","103.5660","0.3112","1.0000"
"250.3600","103.5481","0.3112","1.0000"
"250.3800","103.5594","0.3112","1.0000"
"250.4000","103.5602","0.3112","1.0000"
"250.4200","103.6188","0.3112","1.0000"
"250.4400","103.6346","0.3112","1.0000"
"250.4600","103.6610","0.3112","1.0000"
"250.4800","103.7070","0.3112","1.0000"
"250.5000","103.6524","0.3112","1.0000"
"250.5200","103.6339","0.3112","1.0000"
"250.5400","103.6666","0.3112","1.0000"
"250.5600","103.6747","0.3112","1.0000"
"250.5800","103.7051","0.3112","1.0000"
"250.6000","103.7114","0.3112","1.0000"
"250.6200","103.6292","0.3112","1.0000"
"250.6400","103.6071","0.3112","1.0000"
"250.6600","103.6027","0.3112","1.0000"
"250.6800","103.5610","0.3112","1.0000"
"250.7000","103.5600","0.3112","1.0000"
"250.7200","103.5831","0.3112","1.0000"
"250.7400","103.5655","0.3112","1.0000"
"250.7600","103.6089","0.3112","1.0000"
"250.7800","103.5981","0.3112","1.0000"
"250.8000","103.5718","0.3112","1.0000"
"250.8200","103.5013","0.3112","1.0000"
"250.8400","103.5359","0.3112","1.0000"
"250.8600","103.5614","0.3112","1.0000"
"250.8800","103.6164","0.3112","1.0000"
"250.9000","103.6283","0.3112","1.0000"
"250.9200","103.6183","0.3112","1.0000"
"250.9400","103.6014","0.3112","1.0000"
"250.9600","103.4740","0.3112","1.0000"
"250.9800","103.4766","0.3112","1.0000"
"251.0000","103.4207","0.3112","1.0000"
"251.0200","103.5050","0.3112","1.0000"
"251.0400","103.4967","0.3112","1.0000"
"251.0600","103.5206","0.3112","1.0000"
"251.0800","103.5170","0.3112","1.0000"
"251.1000","103.4945","0.3112","1.0000"
"251.1200","103.4675","0.3112","1.0000"
"251.1400","103.4701","0.3112","1.0000"
"251.1600","103.4792","0.3112","1.0000"
"251.1800","103.4670","0.3112","1.0000"
"251.2000","103.4780","0.3112","1.0000"
"251.2200","103.4898","0.3112","1.0000"
"251.2400","103.3933","0.3112","1.0000"
"251.2600","103.4718","0.3112","1.0000"
"251.2800","103.4963","0.3112","1.0000"
"251.3000","103.3963","0.3112","1.0000"
"251.3200","103.3881","0.3112","1.0000"
"251.3400","103.3775","0.3112","1.0000"
"251.3600","103.3900","0.3112","1.0000"
"251.3800","103.3887","0.3112","1.0000"
"251.4000","103.4424","0.3112","1.0000"
"251.4200","103.4003","0.3112","1.0000"
"251.4400","103.3015","0.3112","1.0000"
"251.4600","103.3312","0.3112","1.0000"
"251.4800","103.3426","0.3112","1.0000"
"251.5000","103.2800","0.3112","1.0000"
"251.5200","103.2735","0.3112","1.0000"
"251.5400","103.3589","0.3112","1.0000"
"251.5600","103.3490","0.3112","1.0000"
"251.5800","103.3273","0.3112","1.0000"
"251.6000","103.4073","0.3112","1.0000"
"251.6200","103.3226","0.3112","1.0000"
"251.6400","103.2486","0.3112","1.0000"
"251.6600","103.2378","0.3112","1.0000"
"251.6800","103.2063","0.3112","1.0000"
"251.7000","103.2522","0.3112","1.0000"
"251.7200","103.3096","0.3112","1.0000"
"251.7400","103.2724","0.3112","1.0000"
"251.7600","103.2770","0.3112","1.0000"
"251.7800","103.3624","0.3112","1.0000"
"251.8000","103.3202","0.3112","1.0000"
"251.8200","103.3205","0.3112","1.0000"
"251.8400","103.2867","0.3112","1.0000"
"251.8600","103.2843","0.3112","1.0000"
"251.8800","103.2720","0.3112","1.0000"
"251.9000","103.2796","0.3112","1.0000"
"251.9200","103.2524","0.3112","1.0000"
"251.9400","103.2851","0.3112","1.0000"
"251.9600","103.3440","0.3112","1.0000"
"251.9800","103.3042","0.3112","1.0000"
"252.0000","103.2369","0.3112","1.0000"
"252.0200","103.1885","0.3112","1.0000"
"252.0400","103.1689","0.3112","1.0000"
"252.0600","103.1656","0.3112","1.0000"
"252.0800","103.1818","0.3112","1.0000"
"252.1000","103.1627","0.3112","1.0000"
"252.1200","103.1891","0.3112","1.0000"
"252.1400","103.1087","0.3112","1.0000"
"252.1600","103.0564","0.3112","1.0000"
"252.1800","103.0582","0.3112","1.0000"
"252.2000","103.0672","0.3112","1.0000"
"252.2200","103.0396","0.3112","1.0000"
"252.2400","103.1208","0.3112","1.0000"
"252.2600","103.1554","0.3112","1.0000"
"252.2800","103.0314","0.3112","1.0000"
"252.3000","103.0125","0.3112","1.0000"
"252.3200","103.0990","0.3112","1.0000"
"252.3400","103.0653","0.3112","1.0000"
"252.3600","102.9423","0.3112","1.0000"
"252.3800","103.0220","0.3112","1.0000"
"252.4000","103.0912","0.3112","1.0000"
"252.4200","103.0468","0.3112","1.0000"
"252.4400","103.0104","0.3112","1.0000"
"252.4600","102.9704","0.3112","1.0000"
"252.4800","102.9684","0.3112","1.0000"
"252.5000","102.9681","0.3112","1.0000"
"252.5200","103.0297","0.3112","1.0000"
"252.5400","102.9575","0.3112","1.0000"
"252.5600","102.8387","0.3112","1.0000"
"252.5800","102.9167","0.3112","1.0000"
"252.6000","102.8643","0.3112","1.0000"
"252.6200","102.8612","0.3112","1.0000"
"252.6400","102.8992","0.3112","1.0000"
"252.6600","102.8646","0.3112","1.0000"
"252.6800","102.8960","0.3112","1.0000"
"252.7000","102.8858","0.3112","1.0000"
"252.7200","102.8999","0.3112","1.0000"
"252.7400","102.8127","0.3112","1.0000"
"252.7600","102.8166","0.3112","1.0000"
