Results Table 1
,Force at Preset point (PIP 1),Displacement at Preset point (PIP 1),Time at Preset point (PIP 1)
"1.4400","1533.1335","0.2759","0.0000"
"1.4600","1545.6975","0.2799","0.0000"
"1.4800","1557.9818","0.2839","0.0000"
"1.5000","1569.9775","0.2879","0.0000"
"1.5200","1582.6160","0.2919","0.0000"
"1.5400","1595.1799","0.2959","0.0000"
"1.5600","1607.5347","0.2999","0.0000"
"1.5800","1620.4100","0.3039","0.0000"
"1.6000","1633.0028","0.3080","0.0000"
"1.6200","1644.8556","0.3119","0.0000"
"1.6400","1657.0961","0.3159","0.0000"
"1.6600","1669.3048","0.3198","0.0000"
"1.6800","1681.3329","0.3237","0.0000"
"1.7000","1693.8798","0.3277","0.0000"
"1.7200","1706.4965","0.3317","0.0000"
"1.7400","1718.8859","0.3358","0.0000"
"1.7600","1731.3059","0.3398","0.0000"
"1.7800","1743.5614","0.3438","0.0000"
"1.8000","1755.8195","0.3478","0.0000"
"1.8200","1767.9545","0.3518","0.0000"
"1.8400","1780.0508","0.3558","0.0000"
"1.8600","1792.7391","0.3598","0.0000"
"1.8800","1805.7966","0.3639","0.0000"
"1.9000","1818.2554","0.3679","0.0000"
"1.9200","1830.3713","0.3719","0.0000"
"1.9400","1842.8490","0.3759","0.0000"
"1.9600","1855.3031","0.3798","0.0000"
"1.9800","1867.8033","0.3838","0.0000"
"2.0000","1880.4297","0.3878","0.0000"
"2.0200","1893.2570","0.3918","0.0000"
"2.0400","1906.3937","0.3958","0.0000"
"2.0600","1919.2684","0.3999","0.0000"
"2.0800","1932.0729","0.4039","0.0000"
"2.1000","1945.1952","0.4079","0.0000"
"2.1200","1958.0646","0.4118","0.0000"
"2.1400","1970.9930","0.4158","0.0000"
"2.1600","1984.6102","0.4198","0.0000"
"2.1800","1998.0714","0.4239","0.0000"
"2.2000","2011.3882","0.4279","0.0000"
"2.2200","2024.7794","0.4319","0.0000"
"2.2400","2037.4713","0.4358","0.0000"
"2.2600","2050.3535","0.4397","0.0000"
"2.2800","2063.9666","0.4437","0.0000"
"2.3000","2077.7668","0.4478","0.0000"
"2.3200","2091.6890","0.4519","0.0000"
"2.3400","2105.7195","0.4560","0.0000"
"2.3600","2119.0679","0.4600","0.0000"
"2.3800","2132.2881","0.4640","0.0000"
"2.4000","2145.7766","0.4679","0.0000"
"2.4200","2159.0681","0.4718","0.0000"
"2.4400","2172.9216","0.4757","0.0000"
"2.4600","2187.1484","0.4797","0.0000"
"2.4800","2201.4468","0.4838","0.0000"
"2.5000","2216.0054","0.4878","0.0000"
"2.5200","2230.2056","0.4919","0.0000"
"2.5400","2244.4224","0.4958","0.0000"
"2.5600","2258.8206","0.4998","0.0000"
"2.5800","2272.7776","0.5038","0.0000"
"2.6000","2287.3870","0.5078","0.0000"
"2.6200","2303.1948","0.5119","0.0000"
"2.6400","2318.4233","0.5159","0.0000"
"2.6600","2333.1477","0.5200","0.0000"
"2.6800","2348.4412","0.5240","0.0000"
"2.7000","2363.5005","0.5279","0.0000"
"2.7200","2378.4260","0.5318","0.0000"
"2.7400","2394.1245","0.5358","0.0000"
"2.7600","2410.0237","0.5398","0.0000"
"2.7800","2425.9167","0.5439","0.0000"
"2.8000","2441.9727","0.5479","0.0000"
"2.8200","2457.5156","0.5519","0.0000"
"2.8400","2472.8552","0.5559","0.0000"
"2.8600","2488.2224","0.5598","0.0000"
"2.8800","2503.4419","0.5637","0.0000"
"2.9000","2519.0757","0.5677","0.0000"
"2.9200","2535.0168","0.5717","0.0000"
"2.9400","2551.0166","0.5757","0.0000"
"2.9600","2567.3315","0.5798","0.0000"
"2.9800","2583.3408","0.5838","0.0000"
"3.0000","2599.1511","0.5878","0.0000"
"3.0200","2615.4199","0.5918","0.0000"
"3.0400","2631.2085","0.5958","0.0000"
"3.0600","2647.1372","0.5998","0.0000"
"3.0800","2663.7324","0.6039","0.0000"
"3.1000","2680.0754","0.6079","0.0000"
"3.1200","2696.3616","0.6119","0.0000"
"3.1400","2712.7339","0.6158","0.0000"
"3.1600","2728.7451","0.6198","0.0000"
"3.1800","2745.2483","0.6237","0.0000"
"3.2000","2762.3281","0.6278","0.0000"
"3.2200","2779.2561","0.6318","0.0000"
"3.2400","2796.4563","0.6359","0.0000"
"3.2600","2813.2764","0.6399","0.0000"
"3.2800","2829.4788","0.6439","0.0000"
"3.3000","2846.1143","0.6478","0.0000"
"3.3200","2862.9592","0.6518","0.0000"
"3.3400","2879.7095","0.6558","0.0000"
"3.3600","2897.1992","0.6598","0.0000"
"3.3800","2914.7808","0.6639","0.0000"
"3.4000","2931.7976","0.6680","0.0000"
"3.4200","2948.8652","0.6720","0.0000"
"3.4400","2965.5574","0.6759","0.0000"
"3.4600","2982.1506","0.6798","0.0000"
"3.4800","2999.2617","0.6838","0.0000"
"3.5000","3016.5615","0.6877","0.0000"
"3.5200","3034.2798","0.6917","0.0000"
"3.5400","3052.1692","0.6958","0.0000"
"3.5600","3069.7524","0.6998","0.0000"
"3.5800","3087.2925","0.7038","0.0000"
"3.6000","3104.7910","0.7078","0.0000"
"3.6200","3121.9883","0.7118","0.0000"
"3.6400","3139.5718","0.7158","0.0000"
"3.6600","3157.4204","0.7198","0.0000"
"3.6800","3175.2188","0.7238","0.0000"
"3.7000","3193.3997","0.7279","0.0000"
"3.7200","3211.4199","0.7319","0.0000"
"3.7400","3228.7100","0.7358","0.0000"
"3.7600","3246.3542","0.7398","0.0000"
"3.7800","3264.2007","0.7438","0.0000"
"3.8000","3282.1423","0.7478","0.0000"
"3.8200","3300.7551","0.7518","0.0000"
"3.8400","3318.9458","0.7559","0.0000"
"3.8600","3336.5510","0.7599","0.0000"
"3.8800","3354.4707","0.7639","0.0000"
"3.9000","3372.3774","0.7678","0.0000"
"3.9200","3390.2449","0.7718","0.0000"
"3.9400","3408.5654","0.7758","0.0000"
"3.9600","3426.8252","0.7798","0.0000"
"3.9800","3445.1902","0.7839","0.0000"
"4.0000","3463.7588","0.7879","0.0000"
"4.0200","3481.7659","0.7919","0.0000"
"4.0400","3499.9966","0.7959","0.0000"
"4.0600","3518.0322","0.7998","0.0000"
"4.0800","3536.0310","0.8038","0.0000"
"4.1000","3554.9180","0.8078","0.0000"
"4.1200","3573.8677","0.8119","0.0000"
"4.1400","3592.4099","0.8159","0.0000"
"4.1600","3611.5247","0.8200","0.0000"
"4.1800","3630.2275","0.8240","0.0000"
"4.2000","3648.2319","0.8279","0.0000"
"4.2200","3667.1177","0.8319","0.0000"
"4.2400","3686.0767","0.8359","0.0000"
"4.2600","3704.5076","0.8398","0.0000"
"4.2800","3723.6370","0.8439","0.0000"
"4.3000","3742.5957","0.8479","0.0000"
"4.3200","3760.7976","0.8518","0.0000"
"4.3400","3779.4595","0.8558","0.0000"
"4.3600","3798.0747","0.8597","0.0000"
"4.3800","3816.5227","0.8637","0.0000"
"4.4000","3835.5847","0.8677","0.0000"
"4.4200","3854.8145","0.8717","0.0000"
"4.4400","3874.0386","0.8757","0.0000"
"4.4600","3893.4558","0.8798","0.0000"
"4.4800","3912.7075","0.8838","0.0000"
"4.5000","3931.9570","0.8878","0.0000"
"4.5200","3951.4053","0.8919","0.0000"
"4.5400","3970.5596","0.8959","0.0000"
"4.5600","3989.8115","0.8999","0.0000"
"4.5800","4009.2144","0.9040","0.0000"
"4.6000","4028.2581","0.9079","0.0000"
"4.6200","4047.2556","0.9119","0.0000"
"4.6400","4066.1655","0.9158","0.0000"
"4.6600","4085.1562","0.9197","0.0000"
"4.6800","4104.9922","0.9237","0.0000"
"4.7000","4124.8818","0.9277","0.0000"
"4.7200","4144.7061","0.9318","0.0000"
"4.7400","4165.0840","0.9358","0.0000"
"4.7600","4185.0010","0.9399","0.0000"
"4.7800","4204.3638","0.9439","1.0000"
"4.8000","4223.9360","0.9479","1.0000"
"4.8200","4243.5791","0.9518","1.0000"
"4.8400","4263.1006","0.9558","1.0000"
"4.8600","4282.8081","0.9598","1.0000"
"4.8800","4302.7998","0.9638","1.0000"
"4.9000","4322.9995","0.9679","1.0000"
"4.9200","4342.8936","0.9719","1.0000"
"4.9400","4362.2197","0.9759","1.0000"
"4.9600","4381.7378","0.9798","1.0000"
"4.9800","4401.4492","0.9838","1.0000"
"5.0000","4421.1504","0.9877","1.0000"
"5.0200","4441.6445","0.9918","1.0000"
"5.0400","4462.3340","0.9958","1.0000"
"5.0600","4482.6123","0.9998","1.0000"
"5.0800","4503.0244","1.0038","1.0000"
"5.1000","4523.2319","1.0078","1.0000"
"5.1200","4543.1362","1.0118","1.0000"
"5.1400","4563.5669","1.0158","1.0000"
"5.1600","4584.0698","1.0198","1.0000"
"5.1800","4604.6929","1.0238","1.0000"
"5.2000","4625.7280","1.0279","1.0000"
"5.2200","4646.1387","1.0319","1.0000"
"5.2400","4666.0371","1.0359","1.0000"
"5.2600","4686.1777","1.0398","1.0000"
"5.2800","4706.1426","1.0438","1.0000"
"5.3000","4726.3394","1.0477","1.0000"
"5.3200","4747.2300","1.0518","1.0000"
"5.3400","4767.9150","1.0558","1.0000"
"5.3600","4788.4800","1.0598","1.0000"
"5.3800","4809.2925","1.0639","1.0000"
"5.4000","4829.6055","1.0678","1.0000"
"5.4200","4850.0615","1.0718","1.0000"
"5.4400","4870.8726","1.0758","1.0000"
"5.4600","4891.3257","1.0798","1.0000"
"5.4800","4912.1367","1.0838","1.0000"
"5.5000","4933.1284","1.0879","1.0000"
"5.5200","4953.8496","1.0918","1.0000"
"5.5400","4974.5649","1.0958","1.0000"
"5.5600","4994.9126","1.0998","1.0000"
"5.5800","5015.2622","1.1037","1.0000"
"5.6000","5036.5034","1.1077","1.0000"
"5.6200","5057.8198","1.1117","1.0000"
"5.6400","5079.0127","1.1158","1.0000"
"5.6600","5100.7593","1.1199","1.0000"
"5.6800","5122.0620","1.1239","1.0000"
"5.7000","5142.7607","1.1279","1.0000"
"5.7200","5163.5332","1.1319","1.0000"
"5.7400","5183.8340","1.1358","1.0000"
"5.7600","5204.2622","1.1397","1.0000"
"5.7800","5225.5742","1.1438","1.0000"
"5.8000","5246.9644","1.1478","1.0000"
"5.8200","5268.3784","1.1519","1.0000"
"5.8400","5289.5913","1.1559","1.0000"
"5.8600","5310.0181","1.1599","1.0000"
"5.8800","5330.8291","1.1638","1.0000"
"5.9000","5352.0591","1.1678","1.0000"
"5.9200","5373.1914","1.1718","1.0000"
"5.9400","5394.9839","1.1759","1.0000"
"5.9600","5416.7812","1.1799","1.0000"
"5.9800","5437.6738","1.1839","1.0000"
"6.0000","5458.6870","1.1879","1.0000"
"6.0200","5479.7993","1.1918","1.0000"
"6.0400","5500.7129","1.1958","1.0000"
"6.0600","5522.2935","1.1998","1.0000"
"6.0800","5544.3506","1.2038","1.0000"
"6.1000","5566.4907","1.2079","1.0000"
"6.1200","5588.7080","1.2119","1.0000"
"6.1400","5610.2100","1.2159","1.0000"
"6.1600","5631.2925","1.2199","1.0000"
"6.1800","5652.5962","1.2238","1.0000"
"6.2000","5673.7930","1.2277","1.0000"
"6.2200","5695.3750","1.2317","1.0000"
"6.2400","5717.6890","1.2358","1.0000"
"6.2600","5739.6426","1.2399","1.0000"
"6.2800","5761.2686","1.2439","1.0000"
"6.3000","5782.9351","1.2479","1.0000"
"6.3200","5804.3403","1.2518","1.0000"
"6.3400","5826.0532","1.2558","1.0000"
"6.3600","5848.0566","1.2598","1.0000"
"6.3800","5870.0728","1.2638","1.0000"
"6.4000","5892.5103","1.2679","1.0000"
"6.4200","5914.3838","1.2720","1.0000"
"6.4400","5935.4072","1.2759","1.0000"
"6.4600","5956.6045","1.2799","1.0000"
"6.4800","5977.8369","1.2839","1.0000"
"6.5000","5998.7700","1.2878","1.0000"
"6.5200","6020.4849","1.2918","1.0000"
"6.5400","6042.3271","1.2958","1.0000"
"6.5600","6064.2144","1.2998","1.0000"
"6.5800","6086.5386","1.3038","1.0000"
"6.6000","6108.2241","1.3078","1.0000"
"6.6200","6129.3770","1.3118","1.0000"
"6.6400","6150.7495","1.3157","1.0000"
"6.6600","6171.9160","1.3197","1.0000"
"6.6800","6193.6294","1.3237","1.0000"
"6.7000","6216.0591","1.3278","1.0000"
"6.7200","6237.9902","1.3318","1.0000"
"6.7400","6259.6343","1.3358","1.0000"
"6.7600","6281.1821","1.3398","1.0000"
"6.7800","6302.4683","1.3437","1.0000"
"6.8000","6324.3955","1.3477","1.0000"
"6.8200","6346.7344","1.3518","1.0000"
"6.8400","6368.9028","1.3559","1.0000"
"6.8600","6391.1753","1.3600","1.0000"
"6.8800","6412.5991","1.3640","1.0000"
"6.9000","6433.2983","1.3679","1.0000"
"6.9200","6454.3232","1.3719","1.0000"
"6.9400","6475.0762","1.3758","1.0000"
"6.9600","6496.0166","1.3798","1.0000"
"6.9800","6517.8828","1.3838","1.0000"
"7.0000","6539.9116","1.3878","1.0000"
"7.0200","6561.6079","1.3919","1.0000"
"7.0400","6583.2646","1.3959","1.0000"
"7.0600","6604.0039","1.3998","1.0000"
"7.0800","6624.6592","1.4037","1.0000"
"7.1000","6646.1592","1.4077","1.0000"
"7.1200","6667.4858","1.4117","1.0000"
"7.1400","6689.0010","1.4157","1.0000"
"7.1600","6711.0723","1.4198","1.0000"
"7.1800","6732.4072","1.4238","1.0000"
"7.2000","6753.5850","1.4279","1.0000"
"7.2200","6774.9707","1.4319","1.0000"
"7.2400","6796.0298","1.4359","1.0000"
"7.2600","6817.4658","1.4399","1.0000"
"7.2800","6839.4028","1.4439","1.0000"
"7.3000","6860.9624","1.4480","1.0000"
"7.3200","6882.3730","1.4520","1.0000"
"7.3400","6903.1499","1.4559","1.0000"
"7.3600","6923.5391","1.4598","1.0000"
"7.3800","6944.3823","1.4638","1.0000"
"7.4000","6965.3057","1.4677","1.0000"
"7.4200","6986.4990","1.4717","1.0000"
"7.4400","7008.3311","1.4758","1.0000"
"7.4600","7029.8462","1.4798","1.0000"
"7.4800","7050.9360","1.4838","1.0000"
"7.5000","7071.9287","1.4878","1.0000"
"7.5200","7092.4370","1.4918","1.0000"
"7.5400","7113.2236","1.4957","1.0000"
"7.5600","7134.5791","1.4998","1.0000"
"7.5800","7155.6709","1.5038","1.0000"
"7.6000","7177.1646","1.5079","1.0000"
"7.6200","7198.3755","1.5120","1.0000"
"7.6400","7218.2441","1.5160","1.0000"
"7.6600","7238.0059","1.5199","1.0000"
"7.6800","7258.1260","1.5238","1.0000"
"7.7000","7278.2397","1.5277","1.0000"
"7.7200","7299.4077","1.5317","1.0000"
"7.7400","7321.3398","1.5358","1.0000"
"7.7600","7342.7827","1.5398","1.0000"
"7.7800","7363.7651","1.5439","1.0000"
"7.8000","7383.9814","1.5479","1.0000"
"7.8200","7403.6924","1.5519","1.0000"
"7.8400","7423.6870","1.5559","1.0000"
"7.8600","7443.8823","1.5598","1.0000"
"7.8800","7464.1685","1.5638","1.0000"
"7.9000","7485.2681","1.5678","1.0000"
"7.9200","7506.2207","1.5719","1.0000"
"7.9400","7526.5879","1.5759","1.0000"
"7.9600","7546.5264","1.5799","1.0000"
"7.9800","7565.7256","1.5838","1.0000"
"8.0000","7585.3892","1.5877","1.0000"
"8.0200","7605.4736","1.5917","1.0000"
"8.0400","7625.3125","1.5958","1.0000"
"8.0600","7645.6821","1.5998","1.0000"
"8.0800","7665.8882","1.6038","1.0000"
"8.1000","7684.7881","1.6078","1.0000"
"8.1200","7703.9263","1.6117","1.0000"
"8.1400","7723.4409","1.6157","1.0000"
"8.1600","7742.8589","1.6196","1.0000"
"8.1800","7762.9531","1.6237","1.0000"
"8.2000","7783.5156","1.6278","1.0000"
"8.2200","7803.4902","1.6319","1.0000"
"8.2400","7823.3042","1.6359","1.0000"
"8.2600","7842.8149","1.6399","1.0000"
"8.2800","7861.8779","1.6439","1.0000"
"8.3000","7881.1387","1.6479","1.0000"
"8.3200","7900.3013","1.6518","1.0000"
"8.3400","7919.6455","1.6558","1.0000"
"8.3600","7939.4707","1.6599","1.0000"
"8.3800","7958.7666","1.6639","1.0000"
"8.4000","7977.7495","1.6679","1.0000"
"8.4200","7996.8179","1.6719","1.0000"
"8.4400","8015.5171","1.6758","1.0000"
"8.4600","8034.3760","1.6798","1.0000"
"8.4800","8053.4429","1.6838","1.0000"
"8.5000","8072.2637","1.6878","1.0000"
"8.5200","8091.2622","1.6918","1.0000"
"8.5400","8109.9712","1.6958","1.0000"
"8.5600","8128.0127","1.6998","1.0000"
"8.5800","8146.5430","1.7038","1.0000"
"8.6000","8165.2129","1.7078","1.0000"
"8.6200","8183.6318","1.7118","1.0000"
"8.6400","8202.6553","1.7158","1.0000"
"8.6600","8221.7949","1.7199","1.0000"
"8.6800","8240.3408","1.7239","1.0000"
"8.7000","8258.8467","1.7280","1.0000"
"8.7200","8276.6396","1.7320","1.0000"
"8.7400","8293.8154","1.7359","1.0000"
"8.7600","8311.4629","1.7399","1.0000"
"8.7800","8329.2393","1.7438","1.0000"
"8.8000","8347.4688","1.7478","1.0000"
"8.8200","8366.3457","1.7519","1.0000"
"8.8400","8384.5137","1.7559","1.0000"
"8.8600","8402.0840","1.7599","1.0000"
"8.8800","8419.6816","1.7638","1.0000"
"8.9000","8436.8418","1.7677","1.0000"
"8.9200","8454.4990","1.7717","1.0000"
"8.9400","8472.8379","1.7757","1.0000"
"8.9600","8490.9834","1.7798","1.0000"
"8.9800","8508.9717","1.7838","1.0000"
"9.0000","8526.4795","1.7878","1.0000"
"9.0200","8543.3613","1.7918","1.0000"
"9.0400","8560.4316","1.7958","1.0000"
"9.0600","8577.6865","1.7998","1.0000"
"9.0800","8594.7568","1.8038","1.0000"
"9.1000","8612.2881","1.8078","1.0000"
"9.1200","8629.6689","1.8119","1.0000"
"9.1400","8646.4688","1.8159","1.0000"
"9.1600","8662.9639","1.8199","1.0000"
"9.1800","8678.7881","1.8238","1.0000"
"9.2000","8694.6914","1.8277","1.0000"
"9.2200","8711.4727","1.8317","1.0000"
"9.2400","8728.2715","1.8357","1.0000"
"9.2600","8745.1914","1.8397","1.0000"
"9.2800","8762.5039","1.8438","1.0000"
"9.3000","8779.1953","1.8478","1.0000"
"9.3200","8795.6533","1.8518","1.0000"
"9.3400","8812.2793","1.8559","1.0000"
"9.3600","8828.2168","1.8598","1.0000"
"9.3800","8844.2246","1.8639","1.0000"
"9.4000","8860.6426","1.8679","1.0000"
"9.4200","8876.3799","1.8719","1.0000"
"9.4400","8891.9248","1.8759","1.0000"
"9.4600","8907.0117","1.8798","1.0000"
"9.4800","8921.7080","1.8837","1.0000"
"9.5000","8937.0801","1.8877","1.0000"
"9.5200","8953.1113","1.8917","1.0000"
"9.5400","8969.2119","1.8957","1.0000"
"9.5600","8985.6367","1.8998","1.0000"
"9.5800","9001.7373","1.9039","1.0000"
"9.6000","9017.0156","1.9079","1.0000"
"9.6200","9032.1641","1.9119","1.0000"
"9.6400","9046.8516","1.9159","1.0000"
"9.6600","9061.5010","1.9199","1.0000"
"9.6800","9076.6221","1.9239","1.0000"
"9.7000","9091.7812","1.9279","1.0000"
"9.7200","9107.2529","1.9319","1.0000"
"9.7400","9122.5283","1.9360","1.0000"
"9.7600","9136.7598","1.9399","1.0000"
"9.7800","9150.8916","1.9438","1.0000"
"9.8000","9165.3291","1.9478","1.0000"
"9.8200","9179.6699","1.9518","1.0000"
"9.8400","9194.6367","1.9558","1.0000"
"9.8600","9209.6602","1.9599","1.0000"
"9.8800","9223.9756","1.9639","1.0000"
"9.9000","9237.8809","1.9679","1.0000"
"9.9200","9251.8105","1.9719","1.0000"
"9.9400","9265.2715","1.9758","1.0000"
"9.9600","9279.0156","1.9798","1.0000"
"9.9800","9292.9707","1.9838","1.0000"
"10.0000","9306.7910","1.9878","1.0000"
"10.0200","9321.1689","1.9919","1.0000"
"10.0400","9335.0312","1.9959","1.0000"
"10.0600","9348.0283","1.9999","1.0000"
"10.0800","9361.0303","2.0039","1.0000"
"10.1000","9373.9326","2.0078","1.0000"
"10.1200","9387.1738","2.0117","1.0000"
"10.1400","9401.1719","2.0158","1.0000"
"10.1600","9415.0576","2.0198","1.0000"
"10.1800","9428.8105","2.0238","1.0000"
"10.2000","9442.4941","2.0279","1.0000"
"10.2200","9455.3086","2.0318","1.0000"
"10.2400","9468.1348","2.0358","1.0000"
"10.2600","9480.8330","2.0398","1.0000"
"10.2800","9493.3652","2.0438","1.0000"
"10.3000","9506.5352","2.0478","1.0000"
"10.3200","9519.8857","2.0519","1.0000"
"10.3400","9532.4141","2.0559","1.0000"
"10.3600","9544.7100","2.0599","1.0000"
"10.3800","9556.6328","2.0638","1.0000"
"10.4000","9568.2539","2.0677","1.0000"
"10.4200","9580.6787","2.0717","1.0000"
"10.4400","9593.3730","2.0757","1.0000"
"10.4600","9606.0283","2.0798","1.0000"
"10.4800","9618.9287","2.0839","1.0000"
"10.5000","9630.8213","2.0879","1.0000"
"10.5200","9641.9961","2.0919","1.0000"
"10.5400","9653.5059","2.0958","1.0000"
"10.5600","9664.9883","2.0998","1.0000"
"10.5800","9676.9043","2.1038","1.0000"
"10.6000","9689.6221","2.1079","1.0000"
"10.6200","9702.0234","2.1119","1.0000"
"10.6400","9713.8818","2.1160","1.0000"
"10.6600","9724.9482","2.1200","1.0000"
"10.6800","9734.9014","2.1239","1.0000"
"10.7000","9745.2715","2.1278","1.0000"
"10.7200","9756.3037","2.1317","1.0000"
"10.7400","9767.2979","2.1357","1.0000"
"10.7600","9778.9434","2.1398","1.0000"
"10.7800","9790.7520","2.1438","1.0000"
"10.8000","9801.7363","2.1479","1.0000"
"10.8200","9812.7002","2.1519","1.0000"
"10.8400","9823.4434","2.1559","1.0000"
"10.8600","9833.7930","2.1598","1.0000"
"10.8800","9844.3125","2.1638","1.0000"
"10.9000","9854.9414","2.1678","1.0000"
"10.9200","9865.6592","2.1719","1.0000"
"10.9400","9876.5459","2.1759","1.0000"
"10.9600","9886.5996","2.1799","1.0000"
"10.9800","9896.3623","2.1838","1.0000"
"11.0000","9906.6484","2.1878","1.0000"
"11.0200","9916.9443","2.1917","1.0000"
"11.0400","9927.5859","2.1957","1.0000"
"11.0600","9938.9756","2.1999","1.0000"
"11.0800","9949.7109","2.2039","1.0000"
"11.1000","9959.7383","2.2080","1.0000"
"11.1200","9969.3809","2.2120","1.0000"
"11.1400","9978.4199","2.2159","1.0000"
"11.1600","9987.6260","2.2199","1.0000"
"11.1800","9997.1855","2.2239","1.0000"
"11.2000","10006.5547","2.2279","1.0000"
"11.2200","10016.1006","2.2319","1.0000"
"11.2400","10025.5254","2.2359","1.0000"
"11.2600","10034.3848","2.2398","1.0000"
"11.2800","10043.7412","2.2438","1.0000"
"11.3000","10053.0635","2.2478","1.0000"
"11.3200","10062.2744","2.2517","1.0000"
"11.3400","10072.0215","2.2558","1.0000"
"11.3600","10081.6934","2.2598","1.0000"
"11.3800","10090.9688","2.2639","1.0000"
"11.4000","10100.1318","2.2679","1.0000"
"11.4200","10108.5195","2.2719","1.0000"
"11.4400","10116.7959","2.2758","1.0000"
"11.4600","10125.6543","2.2798","1.0000"
"11.4800","10134.3672","2.2838","1.0000"
"11.5000","10143.4023","2.2878","1.0000"
"11.5200","10153.0342","2.2919","1.0000"
"11.5400","10161.8779","2.2959","1.0000"
"11.5600","10169.9375","2.2999","1.0000"
"11.5800","10177.8330","2.3038","1.0000"
"11.6000","10185.3232","2.3077","1.0000"
"11.6200","10193.4062","2.3117","1.0000"
"11.6400","10202.0361","2.3157","1.0000"
"11.6600","10210.6875","2.3197","1.0000"
"11.6800","10219.7197","2.3238","1.0000"
"11.7000","10228.3574","2.3279","1.0000"
"11.7200","10236.2236","2.3319","1.0000"
"11.7400","10244.1602","2.3359","1.0000"
"11.7600","10251.7725","2.3399","1.0000"
"11.7800","10259.1904","2.3438","1.0000"
"11.8000","10267.1172","2.3479","1.0000"
"11.8200","10275.0654","2.3519","1.0000"
"11.8400","10282.6387","2.3559","1.0000"
"11.8600","10290.2158","2.3599","1.0000"
"11.8800","10297.1816","2.3638","1.0000"
"11.9000","10304.3232","2.3677","1.0000"
"11.9200","10312.3379","2.3717","1.0000"
"11.9400","10320.2129","2.3757","1.0000"
"11.9600","10328.3213","2.3798","1.0000"
"11.9800","10336.5371","2.3839","1.0000"
"12.0000","10343.8301","2.3879","1.0000"
"12.0200","10350.8682","2.3920","1.0000"
