Results Table 1
,Force at Preset point (PIP 1),Displacement at Preset point (PIP 1),Time at Preset point (PIP 1)
,(kN),(mm),(s)
1,"-----","-----","-----"

Raw Data
Time,Force,Displacement,PIP count
(s),(N),(mm),
"11.7000","4058.7183","2.3286","0.0000"
"11.7200","4060.7180","2.3325","0.0000"
"11.7400","4063.0059","2.3365","0.0000"
"11.7600","4065.3552","2.3405","0.0000"
"11.7800","4067.4348","2.3444","0.0000"
"11.8000","4070.0537","2.3485","0.0000"
"11.8200","4072.8513","2.3525","0.0000"
"11.8400","4075.4739","2.3565","0.0000"
"11.8600","4078.1875","2.3605","0.0000"
"11.8800","4080.5981","2.3645","0.0000"
"11.9000","4082.7214","2.3685","0.0000"
"11.9200","4085.2058","2.3725","0.0000"
"11.9400","4087.5676","2.3765","0.0000"
"11.9600","4090.0212","2.3805","0.0000"
"11.9800","4092.8945","2.3845","0.0000"
"12.0000","4095.1602","2.3885","0.0000"
"12.0200","4097.3989","2.3924","0.0000"
"12.0400","4100.0654","2.3965","0.0000"
"12.0600","4102.3477","2.4004","0.0000"
"12.0800","4104.9092","2.4044","0.0000"
"12.1000","4107.9038","2.4084","0.0000"
"12.1200","4110.5713","2.4125","0.0000"
"12.1400","4113.3105","2.4165","0.0000"
"12.1600","4116.2954","2.4205","0.0000"
"12.1800","4118.9326","2.4245","0.0000"
"12.2000","4121.3945","2.4285","0.0000"
"12.2200","4123.9702","2.4326","0.0000"
"12.2400","4126.4072","2.4366","0.0000"
"12.2600","4128.9746","2.4406","0.0000"
"12.2800","4131.2070","2.4446","0.0000"
"12.3000","4132.8335","2.4485","0.0000"
"12.3200","4134.9321","2.4524","0.0000"
"12.3400","4137.1089","2.4564","0.0000"
"12.3600","4139.4775","2.4603","0.0000"
"12.3800","4142.6489","2.4644","0.0000"
"12.4000","4145.7451","2.4684","0.0000"
"12.4200","4148.6416","2.4724","0.0000"
"12.4400","4151.2471","2.4765","0.0000"
"12.4600","4153.3862","2.4805","0.0000"
"12.4800","4155.7588","2.4845","0.0000"
"12.5000","4158.4653","2.4885","0.0000"
"12.5200","4160.7036","2.4925","0.0000"
"12.5400","4163.4854","2.4965","0.0000"
"12.5600","4166.3657","2.5006","0.0000"
"12.5800","4168.4678","2.5046","0.0000"
"12.6000","4170.6240","2.5085","0.0000"
"12.6200","4172.8208","2.5125","0.0000"
"12.6400","4174.8726","2.5164","0.0000"
"12.6600","4177.5542","2.5204","0.0000"
"12.6800","4180.7334","2.5244","0.0000"
"12.7000","4183.7852","2.5285","0.0000"
"12.7200","4186.9277","2.5326","0.0000"
"12.7400","4189.2915","2.5366","0.0000"
"12.7600","4190.9175","2.5406","0.0000"
"12.7800","4192.8394","2.5445","0.0000"
"12.8000","4194.7280","2.5485","0.0000"
"12.8200","4196.8481","2.5524","0.0000"
"12.8400","4199.8203","2.5564","0.0000"
"12.8600","4202.7661","2.5605","0.0000"
"12.8800","4205.3330","2.5645","0.0000"
"12.9000","4207.6724","2.5685","0.0000"
"12.9200","4209.5508","2.5725","0.0000"
"12.9400","4211.6235","2.5764","0.0000"
"12.9600","4214.2754","2.5804","0.0000"
"12.9800","4217.0513","2.5844","0.0000"
"13.0000","4220.1680","2.5885","0.0000"
"13.0200","4223.4717","2.5925","0.0000"
"13.0400","4226.0581","2.5966","0.0000"
"13.0600","4228.5312","2.6006","0.0000"
"13.0800","4230.7764","2.6046","0.0000"
"13.1000","4232.7480","2.6085","0.0000"
"13.1200","4235.2935","2.6125","0.0000"
"13.1400","4238.1216","2.6165","0.0000"
"13.1600","4240.6743","2.6206","0.0000"
"13.1800","4243.3540","2.6246","0.0000"
"13.2000","4245.5439","2.6286","0.0000"
"13.2200","4247.3608","2.6325","0.0000"
"13.2400","4249.7690","2.6364","0.0000"
"13.2600","4252.3745","2.6404","0.0000"
"13.2800","4254.8208","2.6444","0.0000"
"13.3000","4257.8042","2.6484","0.0000"
"13.3200","4260.6392","2.6524","0.0000"
"13.3400","4263.1699","2.6565","0.0000"
"13.3600","4265.8174","2.6605","0.0000"
"13.3800","4268.3105","2.6645","0.0000"
"13.4000","4270.6870","2.6685","0.0000"
"13.4200","4273.2471","2.6725","0.0000"
"13.4400","4275.7661","2.6765","0.0000"
"13.4600","4278.5786","2.6805","0.0000"
"13.4800","4281.3516","2.6846","0.0000"
"13.5000","4283.4575","2.6885","0.0000"
"13.5200","4285.8696","2.6925","0.0000"
"13.5400","4288.2725","2.6965","0.0000"
"13.5600","4290.3789","2.7004","0.0000"
"13.5800","4293.1719","2.7044","0.0000"
"13.6000","4296.3320","2.7085","0.0000"
"13.6200","4299.1509","2.7125","0.0000"
"13.6400","4302.0850","2.7166","0.0000"
"13.6600","4304.4834","2.7206","0.0000"
"13.6800","4306.5073","2.7245","0.0000"
"13.7000","4308.8462","2.7285","0.0000"
"13.7200","4311.0020","2.7324","0.0000"
"13.7400","4313.3320","2.7364","0.0000"
"13.7600","4316.3521","2.7405","0.0000"
"13.7800","4318.9858","2.7445","0.0000"
"13.8000","4321.1719","2.7485","0.0000"
"13.8200","4323.4507","2.7525","0.0000"
"13.8400","4325.3232","2.7564","0.0000"
"13.8600","4327.5396","2.7604","0.0000"
"13.8800","4330.5405","2.7644","0.0000"
"13.9000","4333.4849","2.7684","0.0000"
"13.9200","4336.6309","2.7725","0.0000"
"13.9400","4339.6968","2.7766","0.0000"
"13.9600","4341.9971","2.7806","0.0000"
"13.9800","4344.4551","2.7845","0.0000"
"14.0000","4346.7866","2.7885","0.0000"
"14.0200","4348.9238","2.7925","0.0000"
"14.0400","4351.8042","2.7965","0.0000"
"14.0600","4354.6812","2.8005","0.0000"
"14.0800","4357.0820","2.8046","0.0000"
"14.1000","4359.5117","2.8085","0.0000"
"14.1200","4361.2334","2.8125","0.0000"
"14.1400","4362.8921","2.8164","0.0000"
"14.1600","4365.6895","2.8203","0.0000"
"14.1800","4368.6646","2.8243","0.0000"
"14.2000","4371.8013","2.8284","0.0000"
"14.2200","4375.1782","2.8325","0.0000"
"14.2400","4377.4614","2.8366","0.0000"
"14.2600","4379.3530","2.8406","0.0000"
"14.2800","4381.5454","2.8445","0.0000"
"14.3000","4383.4209","2.8484","0.0000"
"14.3200","4385.8633","2.8524","0.0000"
"14.3400","4389.0117","2.8564","0.0000"
"14.3600","4391.9985","2.8605","0.0000"
"14.3800","4395.0791","2.8645","0.0000"
"14.4000","4397.8594","2.8686","0.0000"
"14.4200","4399.9102","2.8725","0.0000"
"14.4400","4401.9458","2.8765","0.0000"
"14.4600","4404.2910","2.8805","0.0000"
"14.4800","4406.7002","2.8844","0.0000"
"14.5000","4409.7266","2.8884","0.0000"
"14.5200","4412.8423","2.8925","0.0000"
"14.5400","4415.7886","2.8965","0.0000"
"14.5600","4418.6719","2.9006","0.0000"
"14.5800","4420.9033","2.9046","0.0000"
"14.6000","4423.0293","2.9085","0.0000"
"14.6200","4425.4385","2.9125","0.0000"
"14.6400","4427.7109","2.9165","0.0000"
"14.6600","4430.2466","2.9205","0.0000"
"14.6800","4433.1538","2.9246","0.0000"
"14.7000","4435.1782","2.9286","0.0000"
"14.7200","4437.1689","2.9325","0.0000"
"14.7400","4439.6230","2.9365","0.0000"
"14.7600","4441.4717","2.9404","0.0000"
"14.7800","4444.0156","2.9443","0.0000"
"14.8000","4447.2388","2.9484","0.0000"
"14.8200","4450.2197","2.9524","0.0000"
"14.8400","4453.3652","2.9565","0.0000"
"14.8600","4456.2451","2.9605","0.0000"
"14.8800","4458.4771","2.9645","0.0000"
"14.9000","4460.9209","2.9685","0.0000"
"14.9200","4463.5044","2.9725","0.0000"
"14.9400","4466.1870","2.9765","0.0000"
"14.9600","4469.2847","2.9806","0.0000"
"14.9800","4471.9243","2.9846","0.0000"
"15.0000","4474.0898","2.9886","0.0000"
"15.0200","4476.2114","2.9926","0.0000"
"15.0400","4478.1099","2.9965","0.0000"
"15.0600","4480.0269","3.0004","0.0000"
"15.0800","4482.6387","3.0044","0.0000"
"15.1000","4485.3403","3.0084","0.0000"
"15.1200","4488.5034","3.0124","0.0000"
"15.1400","4491.4624","3.0165","0.0000"
"15.1600","4493.5908","3.0205","0.0000"
"15.1800","4495.6924","3.0245","0.0000"
"15.2000","4498.0283","3.0285","0.0000"
"15.2200","4500.2246","3.0324","0.0000"
"15.2400","4503.2344","3.0365","0.0000"
"15.2600","4506.6992","3.0405","0.0000"
"15.2800","4509.3091","3.0446","0.0000"
"15.3000","4511.7495","3.0485","0.0000"
"15.3200","4513.8682","3.0525","0.0000"
"15.3400","4515.8101","3.0564","0.0000"
"15.3600","4518.6733","3.0604","0.0000"
"15.3800","4521.7700","3.0644","0.0000"
"15.4000","4524.6675","3.0684","0.0000"
"15.4200","4527.8999","3.0725","0.0000"
"15.4400","4530.7275","3.0765","0.0000"
"15.4600","4532.9180","3.0805","0.0000"
"15.4800","4535.2280","3.0845","0.0000"
"15.5000","4537.1353","3.0885","0.0000"
"15.5200","4539.1445","3.0924","0.0000"
"15.5400","4541.6650","3.0964","0.0000"
"15.5600","4544.1953","3.1005","0.0000"
"15.5800","4547.0317","3.1045","0.0000"
"15.6000","4549.8843","3.1086","0.0000"
"15.6200","4551.9121","3.1126","0.0000"
"15.6400","4553.8550","3.1165","0.0000"
"15.6600","4556.3145","3.1205","0.0000"
"15.6800","4558.7695","3.1244","0.0000"
"15.7000","4561.8882","3.1284","0.0000"
"15.7200","4565.2866","3.1325","0.0000"
"15.7400","4568.0908","3.1365","0.0000"
"15.7600","4570.7295","3.1405","0.0000"
"15.7800","4573.2222","3.1445","0.0000"
"15.8000","4575.6396","3.1484","0.0000"
"15.8200","4578.6265","3.1525","0.0000"
"15.8400","4581.4673","3.1565","0.0000"
"15.8600","4584.1865","3.1605","0.0000"
"15.8800","4587.2246","3.1646","0.0000"
"15.9000","4589.7363","3.1686","0.0000"
"15.9200","4591.7446","3.1726","0.0000"
"15.9400","4594.0532","3.1766","0.0000"
"15.9600","4596.1084","3.1805","0.0000"
"15.9800","4598.3506","3.1845","0.0000"
"16.0000","4601.1147","3.1885","0.0000"
"16.0200","4603.6138","3.1925","0.0000"
"16.0400","4606.1465","3.1965","0.0000"
"16.0600","4608.7612","3.2005","0.0000"
"16.0800","4610.7593","3.2045","0.0000"
"16.1000","4612.8970","3.2084","0.0000"
"16.1200","4615.4600","3.2124","0.0000"
"16.1400","4618.1147","3.2164","0.0000"
"16.1600","4621.2759","3.2204","0.0000"
"16.1800","4624.5723","3.2245","0.0000"
"16.2000","4627.3291","3.2285","0.0000"
"16.2200","4630.0737","3.2325","0.0000"
"16.2400","4632.5859","3.2365","0.0000"
"16.2600","4634.8389","3.2405","0.0000"
"16.2800","4637.4966","3.2445","0.0000"
"16.3000","4639.9233","3.2485","0.0000"
"16.3200","4642.3086","3.2525","0.0000"
"16.3400","4645.2700","3.2565","0.0000"
"16.3600","4647.9741","3.2605","0.0000"
"16.3800","4650.5718","3.2645","0.0000"
"16.4000","4653.3345","3.2685","0.0000"
"16.4200","4655.6553","3.2725","0.0000"
"16.4400","4658.0532","3.2765","0.0000"
"16.4600","4660.9238","3.2806","0.0000"
"16.4800","4663.4751","3.2846","0.0000"
"16.5000","4665.7998","3.2886","0.0000"
"16.5200","4667.9424","3.2925","0.0000"
"16.5400","4669.8198","3.2964","0.0000"
"16.5600","4672.1299","3.3004","0.0000"
"16.5800","4675.0684","3.3044","0.0000"
"16.6000","4678.1553","3.3084","0.0000"
"16.6200","4681.6206","3.3125","0.0000"
"16.6400","4684.9463","3.3165","0.0000"
"16.6600","4687.4946","3.3205","0.0000"
"16.6800","4689.9873","3.3246","0.0000"
"16.7000","4692.3203","3.3285","0.0000"
"16.7200","4694.4048","3.3325","0.0000"
"16.7400","4696.9673","3.3365","0.0000"
"16.7600","4699.5967","3.3405","0.0000"
"16.7800","4702.2568","3.3445","0.0000"
"16.8000","4705.2954","3.3485","0.0000"
"16.8200","4707.6660","3.3525","0.0000"
"16.8400","4709.7593","3.3565","0.0000"
"16.8600","4712.3315","3.3605","0.0000"
"16.8800","4714.6499","3.3644","0.0000"
"16.9000","4717.3706","3.3684","0.0000"
"16.9200","4720.7026","3.3725","0.0000"
"16.9400","4723.6411","3.3765","0.0000"
"16.9600","4726.1196","3.3806","0.0000"
"16.9800","4728.4268","3.3846","0.0000"
"17.0000","4730.2456","3.3885","0.0000"
"17.0200","4732.3242","3.3925","0.0000"
"17.0400","4735.1304","3.3965","0.0000"
"17.0600","4738.0166","3.4005","0.0000"
"17.0800","4741.1562","3.4046","0.0000"
"17.1000","4743.9507","3.4086","0.0000"
"17.1200","4745.9424","3.4126","0.0000"
"17.1400","4748.0273","3.4165","0.0000"
"17.1600","4750.1089","3.4204","0.0000"
"17.1800","4752.3276","3.4244","0.0000"
"17.2000","4755.3555","3.4284","0.0000"
"17.2200","4758.5684","3.4324","0.0000"
"17.2400","4761.6772","3.4365","0.0000"
"17.2600","4764.7393","3.4405","0.0000"
"17.2800","4767.0298","3.4445","0.0000"
"17.3000","4769.3110","3.4485","0.0000"
"17.3200","4771.9326","3.4525","0.0000"
"17.3400","4774.1270","3.4565","0.0000"
"17.3600","4776.6650","3.4605","0.0000"
"17.3800","4779.5142","3.4646","0.0000"
"17.4000","4781.9316","3.4686","0.0000"
"17.4200","4784.1899","3.4725","0.0000"
"17.4400","4786.5918","3.4765","0.0000"
"17.4600","4788.7666","3.4804","0.0000"
"17.4800","4791.6064","3.4844","0.0000"
"17.5000","4794.8560","3.4884","0.0000"
"17.5200","4797.7021","3.4924","0.0000"
"17.5400","4800.7168","3.4965","0.0000"
"17.5600","4803.4014","3.5005","0.0000"
"17.5800","4805.4551","3.5045","0.0000"
"17.6000","4807.6841","3.5085","0.0000"
"17.6200","4809.9849","3.5124","0.0000"
"17.6400","4812.4502","3.5164","0.0000"
"17.6600","4815.6528","3.5205","0.0000"
"17.6800","4818.8091","3.5245","0.0000"
"17.7000","4821.6313","3.5286","0.0000"
"17.7200","4824.1611","3.5326","0.0000"
"17.7400","4826.0718","3.5365","0.0000"
"17.7600","4828.1958","3.5405","0.0000"
"17.7800","4830.6836","3.5445","0.0000"
"17.8000","4833.1816","3.5484","0.0000"
"17.8200","4836.1304","3.5524","0.0000"
"17.8400","4839.3540","3.5565","0.0000"
"17.8600","4841.5337","3.5605","0.0000"
"17.8800","4843.9346","3.5645","0.0000"
"17.9000","4846.8145","3.5685","0.0000"
"17.9200","4849.3325","3.5724","0.0000"
"17.9400","4852.2910","3.5765","0.0000"
"17.9600","4855.5610","3.5805","0.0000"
"17.9800","4858.4307","3.5845","0.0000"
"18.0000","4861.4668","3.5886","0.0000"
"18.0200","4864.0835","3.5926","0.0000"
"18.0400","4866.1064","3.5965","0.0000"
"18.0600","4868.2803","3.6005","0.0000"
"18.0800","4870.3838","3.6045","0.0000"
"18.1000","4872.7251","3.6084","0.0000"
"18.1200","4875.8613","3.6124","0.0000"
"18.1400","4878.9756","3.6165","0.0000"
"18.1600","4881.7778","3.6205","0.0000"
"18.1800","4884.6016","3.6246","0.0000"
"18.2000","4886.8936","3.6285","0.0000"
"18.2200","4888.9448","3.6324","0.0000"
"18.2400","4891.3633","3.6364","0.0000"
"18.2600","4893.8667","3.6404","0.0000"
"18.2800","4896.7529","3.6444","0.0000"
"18.3000","4899.7471","3.6485","0.0000"
"18.3200","4902.1172","3.6525","0.0000"
"18.3400","4904.5151","3.6565","0.0000"
"18.3600","4907.0137","3.6605","0.0000"
"18.3800","4909.1362","3.6644","0.0000"
"18.4000","4911.7583","3.6684","0.0000"
"18.4200","4914.6699","3.6725","0.0000"
"18.4400","4917.3350","3.6765","0.0000"
"18.4600","4920.2939","3.6805","0.0000"
"18.4800","4922.9893","3.6845","0.0000"
"18.5000","4925.2598","3.6885","0.0000"
"18.5200","4927.9512","3.6925","0.0000"
"18.5400","4930.6699","3.6964","0.0000"
"18.5600","4933.5908","3.7004","0.0000"
"18.5800","4936.9229","3.7045","0.0000"
"18.6000","4939.7095","3.7086","0.0000"
"18.6200","4941.9897","3.7126","0.0000"
"18.6400","4944.3120","3.7165","0.0000"
"18.6600","4946.3423","3.7204","0.0000"
"18.6800","4948.5913","3.7244","0.0000"
"18.7000","4951.4224","3.7284","0.0000"
"18.7200","4954.0435","3.7324","0.0000"
"18.7400","4957.0054","3.7365","0.0000"
"18.7600","4960.0854","3.7405","0.0000"
"18.7800","4962.5420","3.7445","0.0000"
"18.8000","4965.1475","3.7486","0.0000"
"18.8200","4967.6191","3.7525","0.0000"
"18.8400","4969.8398","3.7565","0.0000"
"18.8600","4972.7969","3.7605","0.0000"
"18.8800","4975.8799","3.7646","0.0000"
"18.9000","4978.4707","3.7686","0.0000"
"18.9200","4980.7832","3.7727","0.0000"
"18.9400","4982.5156","3.7766","0.0000"
"18.9600","4984.0967","3.7805","0.0000"
"18.9800","4986.6353","3.7844","0.0000"
"19.0000","4989.4077","3.7883","0.0000"
"19.0200","4992.4878","3.7923","0.0000"
"19.0400","4996.1167","3.7964","0.0000"
"19.0600","4999.1958","3.8005","0.0000"
"19.0800","5001.7314","3.8045","0.0000"
"19.1000","5004.3379","3.8085","0.0000"
"19.1200","5006.5244","3.8125","0.0000"
"19.1400","5008.9268","3.8165","0.0000"
"19.1600","5011.7231","3.8205","0.0000"
"19.1800","5014.1113","3.8245","0.0000"
"19.2000","5016.6743","3.8285","0.0000"
"19.2200","5019.1206","3.8325","0.0000"
"19.2400","5021.0327","3.8364","0.0000"
"19.2600","5023.2598","3.8404","0.0000"
"19.2800","5025.8662","3.8444","0.0000"
"19.3000","5028.6646","3.8483","0.0000"
"19.3200","5032.0034","3.8524","0.0000"
"19.3400","5035.4438","3.8565","0.0000"
"19.3600","5038.2690","3.8605","0.0000"
"19.3800","5040.9668","3.8646","0.0000"
"19.4000","5043.3770","3.8686","0.0000"
"19.4200","5045.5488","3.8725","0.0000"
"19.4400","5048.3403","3.8765","0.0000"
"19.4600","5051.0747","3.8805","0.0000"
"19.4800","5053.9111","3.8845","0.0000"
"19.5000","5056.9287","3.8886","0.0000"
"19.5200","5059.2461","3.8925","0.0000"
"19.5400","5061.4819","3.8965","0.0000"
"19.5600","5064.2246","3.9004","0.0000"
"19.5800","5066.8086","3.9044","0.0000"
"19.6000","5069.6587","3.9084","0.0000"
"19.6200","5072.7446","3.9124","0.0000"
"19.6400","5075.4858","3.9165","0.0000"
"19.6600","5078.1636","3.9205","0.0000"
"19.6800","5080.6494","3.9246","0.0000"
"19.7000","5082.4941","3.9285","0.0000"
"19.7200","5084.7881","3.9325","0.0000"
"19.7400","5087.4204","3.9364","0.0000"
"19.7600","5090.2729","3.9404","0.0000"
"19.7800","5093.5366","3.9445","0.0000"
"19.8000","5096.4727","3.9486","0.0000"
"19.8200","5098.5903","3.9526","0.0000"
"19.8400","5100.5601","3.9565","0.0000"
"19.8600","5102.3735","3.9605","0.0000"
"19.8800","5104.3618","3.9644","0.0000"
"19.9000","5107.5693","3.9684","0.0000"
"19.9200","5110.8994","3.9724","0.0000"
"19.9400","5114.3022","3.9765","0.0000"
"19.9600","5117.8076","3.9806","0.0000"
"19.9800","5120.1841","3.9846","0.0000"
"20.0000","5122.4873","3.9885","0.0000"
"20.0200","5124.9243","3.9925","0.0000"
"20.0400","5126.8667","3.9964","0.0000"
"20.0600","5129.4111","4.0004","0.0000"
"20.0800","5132.6929","4.0045","0.0000"
"20.1000","5135.3823","4.0085","0.0000"
"20.1200","5138.1445","4.0126","0.0000"
"20.1400","5140.7363","4.0166","0.0000"
"20.1600","5142.7969","4.0205","0.0000"
"20.1800","5145.2822","4.0244","0.0000"
"20.2000","5147.9624","4.0284","0.0000"
"20.2200","5150.5259","4.0324","0.0000"
"20.2400","5153.5532","4.0365","0.0000"
"20.2600","5156.2817","4.0405","0.0000"
"20.2800","5158.5972","4.0445","0.0000"
"20.3000","5161.1206","4.0485","0.0000"
"20.3200","5163.5107","4.0525","0.0000"
"20.3400","5165.9048","4.0564","0.0000"
"20.3600","5168.9229","4.0605","0.0000"
"20.3800","5171.8403","4.0645","0.0000"
"20.4000","5174.8267","4.0685","0.0000"
"20.4200","5177.6216","4.0726","0.0000"
"20.4400","5179.7100","4.0765","0.0000"
"20.4600","5181.8838","4.0805","0.0000"
"20.4800","5184.1870","4.0844","0.0000"
"20.5000","5186.5474","4.0884","0.0000"
"20.5200","5189.6396","4.0924","0.0000"
"20.5400","5193.0415","4.0965","0.0000"
"20.5600","5195.8032","4.1005","0.0000"
"20.5800","5198.5586","4.1045","0.0000"
"20.6000","5201.3418","4.1085","0.0000"
"20.6200","5203.6401","4.1125","0.0000"
"20.6400","5206.0381","4.1165","0.0000"
"20.6600","5208.7715","4.1205","0.0000"
"20.6800","5211.3940","4.1245","0.0000"
"20.7000","5214.2842","4.1286","0.0000"
"20.7200","5216.9346","4.1326","0.0000"
"20.7400","5219.2583","4.1366","0.0000"
"20.7600","5221.7295","4.1405","0.0000"
"20.7800","5224.0186","4.1445","0.0000"
"20.8000","5226.7236","4.1484","0.0000"
"20.8200","5230.1997","4.1525","0.0000"
"20.8400","5233.4038","4.1565","0.0000"
"20.8600","5236.2202","4.1606","0.0000"
"20.8800","5238.8042","4.1646","0.0000"
"20.9000","5240.7256","4.1685","0.0000"
"20.9200","5242.8374","4.1725","0.0000"
"20.9400","5245.3862","4.1764","0.0000"
"20.9600","5247.7832","4.1804","0.0000"
"20.9800","5250.6709","4.1845","0.0000"
"21.0000","5253.7637","4.1885","0.0000"
"21.0200","5256.3682","4.1925","0.0000"
"21.0400","5258.8540","4.1965","0.0000"
"21.0600","5261.1831","4.2005","0.0000"
"21.0800","5263.1802","4.2044","0.0000"
"21.1000","5265.8672","4.2084","0.0000"
"21.1200","5268.8188","4.2124","0.0000"
"21.1400","5271.7168","4.2164","0.0000"
"21.1600","5274.9673","4.2205","0.0000"
"21.1800","5277.6924","4.2246","0.0000"
"21.2000","5279.7476","4.2285","0.0000"
"21.2200","5281.9648","4.2325","0.0000"
"21.2400","5284.1104","4.2364","0.0000"
"21.2600","5286.6025","4.2404","0.0000"
"21.2800","5289.9341","4.2444","0.0000"
"21.3000","5293.2832","4.2485","0.0000"
"21.3200","5296.3301","4.2526","0.0000"
"21.3400","5298.9175","4.2566","0.0000"
"21.3600","5300.6353","4.2605","0.0000"
"21.3800","5302.7490","4.2644","0.0000"
"21.4000","5305.3813","4.2684","0.0000"
"21.4200","5307.8540","4.2724","0.0000"
"21.4400","5310.9307","4.2764","0.0000"
"21.4600","5314.2144","4.2805","0.0000"
"21.4800","5316.7920","4.2845","0.0000"
"21.5000","5319.5464","4.2885","0.0000"
"21.5200","5322.1416","4.2925","0.0000"
"21.5400","5324.3076","4.2965","0.0000"
"21.5600","5327.0840","4.3005","0.0000"
"21.5800","5330.0669","4.3045","0.0000"
"21.6000","5332.9590","4.3086","0.0000"
"21.6200","5336.0039","4.3126","0.0000"
"21.6400","5338.3247","4.3166","0.0000"
"21.6600","5340.1289","4.3206","0.0000"
"21.6800","5342.4062","4.3245","0.0000"
"21.7000","5344.7363","4.3284","0.0000"
"21.7200","5347.4922","4.3324","0.0000"
"21.7400","5350.7490","4.3364","0.0000"
"21.7600","5353.8022","4.3405","0.0000"
"21.7800","5356.5918","4.3445","0.0000"
"21.8000","5359.2554","4.3485","0.0000"
"21.8200","5361.2861","4.3525","0.0000"
"21.8400","5363.3643","4.3565","0.0000"
"21.8600","5365.8838","4.3605","0.0000"
"21.8800","5368.5288","4.3645","0.0000"
"21.9000","5371.8105","4.3685","0.0000"
"21.9200","5374.8828","4.3726","0.0000"
"21.9400","5377.2637","4.3765","0.0000"
"21.9600","5379.5117","4.3805","0.0000"
"21.9800","5381.6875","4.3844","0.0000"
"22.0000","5384.0303","4.3883","0.0000"
"22.0200","5387.2251","4.3924","0.0000"
"22.0400","5390.5239","4.3964","0.0000"
"22.0600","5393.6421","4.4005","0.0000"
"22.0800","5396.7842","4.4046","0.0000"
"22.1000","5399.1123","4.4086","0.0000"
"22.1200","5401.1064","4.4126","0.0000"
"22.1400","5403.5933","4.4165","0.0000"
"22.1600","5405.9116","4.4205","0.0000"
"22.1800","5408.6143","4.4245","0.0000"
"22.2000","5411.8296","4.4285","0.0000"
"22.2200","5414.4448","4.4325","0.0000"
"22.2400","5416.6885","4.4365","0.0000"
"22.2600","5418.9185","4.4405","0.0000"
"22.2800","5420.8120","4.4444","0.0000"
"22.3000","5423.1538","4.4483","0.0000"
"22.3200","5426.2803","4.4524","0.0000"
"22.3400","5429.3984","4.4564","0.0000"
"22.3600","5432.7031","4.4605","0.0000"
"22.3800","5435.4248","4.4645","0.0000"
"22.4000","5437.5337","4.4685","0.0000"
"22.4200","5439.9634","4.4724","0.0000"
"22.4400","5442.6152","4.4764","0.0000"
"22.4600","5445.3472","4.4804","0.0000"
"22.4800","5448.6279","4.4844","0.0000"
"22.5000","5451.6479","4.4885","0.0000"
"22.5200","5454.3960","4.4926","0.0000"
"22.5400","5457.0981","4.4966","0.0000"
"22.5600","5459.0093","4.5006","0.0000"
"22.5800","5460.9453","4.5045","0.0000"
"22.6000","5463.3599","4.5085","0.0000"
"22.6200","5465.7900","4.5124","0.0000"
"22.6400","5468.6836","4.5164","0.0000"
"22.6600","5472.1997","4.5205","0.0000"
"22.6800","5474.8569","4.5245","0.0000"
"22.7000","5477.2305","4.5285","0.0000"
"22.7200","5479.9194","4.5325","0.0000"
"22.7400","5482.2349","4.5365","0.0000"
"22.7600","5484.9165","4.5405","0.0000"
"22.7800","5488.0005","4.5445","0.0000"
"22.8000","5490.9385","4.5485","0.0000"
"22.8200","5493.9224","4.5526","0.0000"
"22.8400","5496.3643","4.5566","0.0000"
"22.8600","5498.2563","4.5605","0.0000"
"22.8800","5500.2788","4.5645","0.0000"
"22.9000","5502.4014","4.5684","0.0000"
"22.9200","5504.7417","4.5723","0.0000"
"22.9400","5507.9927","4.5764","0.0000"
"22.9600","5511.5039","4.5805","0.0000"
"22.9800","5514.7661","4.5845","0.0000"
"23.0000","5517.6895","4.5886","0.0000"
"23.0200","5519.6890","4.5926","0.0000"
"23.0400","5521.7803","4.5965","0.0000"
"23.0600","5524.4365","4.6005","0.0000"
"23.0800","5527.1309","4.6045","0.0000"
"23.1000","5530.0957","4.6086","0.0000"
"23.1200","5532.9980","4.6126","0.0000"
"23.1400","5534.9673","4.6166","0.0000"
"23.1600","5537.1089","4.6205","0.0000"
"23.1800","5539.6001","4.6245","0.0000"
"23.2000","5541.7983","4.6284","0.0000"
"23.2200","5544.7920","4.6324","0.0000"
"23.2400","5548.2852","4.6365","0.0000"
"23.2600","5551.2852","4.6405","0.0000"
"23.2800","5554.1025","4.6445","0.0000"
"23.3000","5556.5645","4.6485","0.0000"
"23.3200","5558.5254","4.6524","0.0000"
"23.3400","5560.8374","4.6564","0.0000"
"23.3600","5563.2705","4.6604","0.0000"
"23.3800","5566.0723","4.6644","0.0000"
"23.4000","5569.3740","4.6685","0.0000"
"23.4200","5572.0669","4.6726","0.0000"
"23.4400","5574.1650","4.6766","0.0000"
"23.4600","5576.2134","4.6805","0.0000"
"23.4800","5578.1787","4.6844","0.0000"
"23.5000","5580.4888","4.6884","0.0000"
"23.5200","5583.6465","4.6924","0.0000"
"23.5400","5586.7812","4.6964","0.0000"
"23.5600","5589.9912","4.7005","0.0000"
"23.5800","5592.9990","4.7045","0.0000"
"23.6000","5595.2178","4.7085","0.0000"
"23.6200","5597.5464","4.7125","0.0000"
"23.6400","5600.1387","4.7165","0.0000"
"23.6600","5602.5132","4.7204","0.0000"
"23.6800","5605.4888","4.7245","0.0000"
"23.7000","5608.6191","4.7285","0.0000"
"23.7200","5611.2441","4.7325","0.0000"
"23.7400","5613.9292","4.7366","0.0000"
