Results Table 1
,Force at Preset point (PIP 1),Displacement at Preset point (PIP 1),Time at Preset point (PIP 1)
"5.6600","2505.0010","1.1198","1.0000"
"5.6800","2508.0671","1.1239","1.0000"
"5.7000","2510.8247","1.1278","1.0000"
"5.7200","2513.8169","1.1319","1.0000"
"5.7400","2516.6453","1.1358","1.0000"
"5.7600","2519.4419","1.1398","1.0000"
"5.7800","2522.4297","1.1438","1.0000"
"5.8000","2525.2688","1.1478","1.0000"
"5.8200","2528.1089","1.1518","1.0000"
"5.8400","2530.9558","1.1558","1.0000"
"5.8600","2533.5764","1.1598","1.0000"
"5.8800","2536.2534","1.1637","1.0000"
"5.9000","2539.1343","1.1677","1.0000"
"5.9200","2542.0212","1.1717","1.0000"
"5.9400","2544.8569","1.1758","1.0000"
"5.9600","2547.7100","1.1798","1.0000"
"5.9800","2550.1980","1.1838","1.0000"
"6.0000","2552.5850","1.1878","1.0000"
"6.0200","2555.1663","1.1918","1.0000"
"6.0400","2557.8545","1.1957","1.0000"
"6.0600","2560.5459","1.1997","1.0000"
"6.0800","2563.1692","1.2038","1.0000"
"6.1000","2565.8347","1.2078","1.0000"
"6.1200","2568.4807","1.2119","1.0000"
"6.1400","2570.9346","1.2159","1.0000"
"6.1600","2573.2998","1.2198","1.0000"
"6.1800","2575.6890","1.2238","1.0000"
"6.2000","2577.9363","1.2278","1.0000"
"6.2200","2580.3828","1.2317","1.0000"
"6.2400","2582.9741","1.2358","1.0000"
"6.2600","2585.3699","1.2398","1.0000"
"6.2800","2587.7417","1.2438","1.0000"
"6.3000","2590.0847","1.2478","1.0000"
"6.3200","2592.3091","1.2518","1.0000"
"6.3400","2594.7119","1.2558","1.0000"
"6.3600","2597.1633","1.2598","1.0000"
"6.3800","2599.4246","1.2638","1.0000"
"6.4000","2601.7385","1.2679","1.0000"
"6.4200","2603.9619","1.2719","1.0000"
"6.4400","2605.9180","1.2759","1.0000"
"6.4600","2607.9775","1.2798","1.0000"
"6.4800","2610.1963","1.2838","1.0000"
"6.5000","2612.3828","1.2877","1.0000"
"6.5200","2614.7363","1.2917","1.0000"
"6.5400","2617.0676","1.2958","1.0000"
"6.5600","2619.2576","1.2998","1.0000"
"6.5800","2621.3245","1.3038","1.0000"
"6.6000","2623.2122","1.3078","1.0000"
"6.6200","2625.0745","1.3117","1.0000"
"6.6400","2627.1836","1.3156","1.0000"
"6.6600","2629.2354","1.3196","1.0000"
"6.6800","2631.5303","1.3236","1.0000"
"6.7000","2634.0203","1.3278","1.0000"
"6.7200","2636.1482","1.3318","1.0000"
"6.7400","2638.0547","1.3358","1.0000"
"6.7600","2639.8394","1.3398","1.0000"
"6.7800","2641.4680","1.3437","1.0000"
"6.8000","2643.3672","1.3476","1.0000"
"6.8200","2645.5466","1.3516","1.0000"
"6.8400","2647.7644","1.3557","1.0000"
"6.8600","2650.1758","1.3598","1.0000"
"6.8800","2652.2458","1.3639","1.0000"
"6.9000","2653.9531","1.3679","1.0000"
"6.9200","2655.7007","1.3719","1.0000"
"6.9400","2657.2563","1.3759","1.0000"
"6.9600","2658.7571","1.3798","1.0000"
"6.9800","2660.8213","1.3838","1.0000"
"7.0000","2662.8823","1.3879","1.0000"
"7.0200","2664.7190","1.3919","1.0000"
"7.0400","2666.6921","1.3959","1.0000"
"7.0600","2668.3606","1.3998","1.0000"
"7.0800","2669.9019","1.4037","1.0000"
"7.1000","2671.8047","1.4076","1.0000"
"7.1200","2673.7495","1.4116","1.0000"
"7.1400","2675.7026","1.4156","1.0000"
"7.1600","2677.8479","1.4197","1.0000"
"7.1800","2679.8853","1.4238","1.0000"
"7.2000","2681.6519","1.4278","1.0000"
"7.2200","2683.2283","1.4319","1.0000"
"7.2400","2684.8879","1.4358","1.0000"
"7.2600","2686.7419","1.4398","1.0000"
"7.2800","2688.4866","1.4439","1.0000"
"7.3000","2690.2329","1.4479","1.0000"
"7.3200","2692.0464","1.4519","1.0000"
"7.3400","2693.5476","1.4559","1.0000"
"7.3600","2695.0154","1.4599","1.0000"
"7.3800","2696.6851","1.4638","1.0000"
"7.4000","2698.3516","1.4677","1.0000"
"7.4200","2699.9700","1.4717","1.0000"
"7.4400","2701.8899","1.4757","1.0000"
"7.4600","2703.7800","1.4797","1.0000"
"7.4800","2705.4763","1.4837","1.0000"
"7.5000","2707.2993","1.4877","1.0000"
"7.5200","2708.9321","1.4918","1.0000"
"7.5400","2710.4624","1.4958","1.0000"
"7.5600","2712.0786","1.4998","1.0000"
"7.5800","2713.5291","1.5038","1.0000"
"7.6000","2715.1370","1.5078","1.0000"
"7.6200","2716.9885","1.5119","1.0000"
"7.6400","2718.5520","1.5159","1.0000"
"7.6600","2720.0027","1.5198","1.0000"
"7.6800","2721.5356","1.5238","1.0000"
"7.7000","2722.9824","1.5277","1.0000"
"7.7200","2724.5947","1.5317","1.0000"
"7.7400","2726.3938","1.5358","1.0000"
"7.7600","2728.0547","1.5398","1.0000"
"7.7800","2729.6575","1.5439","1.0000"
"7.8000","2731.0181","1.5478","1.0000"
"7.8200","2732.3152","1.5518","1.0000"
"7.8400","2733.9109","1.5557","1.0000"
"7.8600","2735.4973","1.5597","1.0000"
"7.8800","2737.3057","1.5637","1.0000"
"7.9000","2739.2329","1.5678","1.0000"
"7.9200","2740.8442","1.5719","1.0000"
"7.9400","2742.1638","1.5759","1.0000"
"7.9600","2743.4001","1.5799","1.0000"
"7.9800","2744.3633","1.5837","1.0000"
"8.0000","2745.5518","1.5876","1.0000"
"8.0200","2747.1819","1.5915","1.0000"
"8.0400","2748.8750","1.5956","1.0000"
"8.0600","2750.7583","1.5996","1.0000"
"8.0800","2752.6162","1.6038","1.0000"
"8.1000","2754.0330","1.6078","1.0000"
"8.1200","2755.3879","1.6118","1.0000"
"8.1400","2756.6982","1.6158","1.0000"
"8.1600","2757.8311","1.6197","1.0000"
"8.1800","2759.3442","1.6237","1.0000"
"8.2000","2761.1106","1.6277","1.0000"
"8.2200","2762.7236","1.6318","1.0000"
"8.2400","2764.3384","1.6358","1.0000"
"8.2600","2765.6106","1.6398","1.0000"
"8.2800","2766.5776","1.6438","1.0000"
"8.3000","2767.9585","1.6478","1.0000"
"8.3200","2769.5696","1.6518","1.0000"
"8.3400","2771.1519","1.6558","1.0000"
"8.3600","2772.9146","1.6599","1.0000"
"8.3800","2774.3887","1.6639","1.0000"
"8.4000","2775.5938","1.6678","1.0000"
"8.4200","2776.7605","1.6718","1.0000"
"8.4400","2778.0847","1.6757","1.0000"
"8.4600","2779.5200","1.6796","1.0000"
"8.4800","2781.0957","1.6837","1.0000"
"8.5000","2782.8696","1.6878","1.0000"
"8.5200","2784.5264","1.6919","1.0000"
"8.5400","2785.7131","1.6959","1.0000"
"8.5600","2786.6685","1.6999","1.0000"
"8.5800","2787.8025","1.7038","1.0000"
"8.6000","2788.9919","1.7077","1.0000"
"8.6200","2790.4546","1.7116","1.0000"
"8.6400","2792.2214","1.7157","1.0000"
"8.6600","2793.8672","1.7198","1.0000"
"8.6800","2795.3118","1.7238","1.0000"
"8.7000","2796.8293","1.7279","1.0000"
"8.7200","2797.9055","1.7319","1.0000"
"8.7400","2798.9448","1.7359","1.0000"
"8.7600","2800.2053","1.7398","1.0000"
"8.7800","2801.5208","1.7438","1.0000"
"8.8000","2803.0522","1.7478","1.0000"
"8.8200","2804.7334","1.7519","1.0000"
"8.8400","2806.2012","1.7558","1.0000"
"8.8600","2807.4155","1.7598","1.0000"
"8.8800","2808.7522","1.7638","1.0000"
"8.9000","2809.9827","1.7677","1.0000"
"8.9200","2811.3145","1.7717","1.0000"
"8.9400","2812.8877","1.7758","1.0000"
"8.9600","2814.1174","1.7798","1.0000"
"8.9800","2815.2590","1.7838","1.0000"
"9.0000","2816.5789","1.7878","1.0000"
"9.0200","2817.7109","1.7917","1.0000"
"9.0400","2818.9817","1.7957","1.0000"
"9.0600","2820.4150","1.7997","1.0000"
"9.0800","2821.8660","1.8037","1.0000"
"9.1000","2823.3550","1.8077","1.0000"
"9.1200","2824.8113","1.8118","1.0000"
"9.1400","2826.0593","1.8159","1.0000"
"9.1600","2827.2388","1.8199","1.0000"
"9.1800","2828.2546","1.8238","1.0000"
"9.2000","2829.3687","1.8277","1.0000"
"9.2200","2830.8640","1.8317","1.0000"
"9.2400","2832.2100","1.8357","1.0000"
"9.2600","2833.7422","1.8397","1.0000"
"9.2800","2835.4253","1.8438","1.0000"
"9.3000","2836.6206","1.8478","1.0000"
"9.3200","2837.7256","1.8518","1.0000"
"9.3400","2838.9812","1.8558","1.0000"
"9.3600","2840.1089","1.8597","1.0000"
"9.3800","2841.4312","1.8637","1.0000"
"9.4000","2843.0154","1.8678","1.0000"
"9.4200","2844.2161","1.8718","1.0000"
"9.4400","2845.3726","1.8758","1.0000"
"9.4600","2846.6082","1.8798","1.0000"
"9.4800","2847.7061","1.8837","1.0000"
"9.5000","2848.9150","1.8877","1.0000"
"9.5200","2850.2839","1.8917","1.0000"
"9.5400","2851.6174","1.8957","1.0000"
"9.5600","2853.0635","1.8998","1.0000"
"9.5800","2854.4351","1.9039","1.0000"
"9.6000","2855.7053","1.9079","1.0000"
"9.6200","2856.9502","1.9119","1.0000"
"9.6400","2858.0701","1.9159","1.0000"
"9.6600","2859.1619","1.9198","1.0000"
"9.6800","2860.5291","1.9238","1.0000"
"9.7000","2861.8704","1.9278","1.0000"
"9.7200","2863.3240","1.9319","1.0000"
"9.7400","2864.6921","1.9359","1.0000"
"9.7600","2865.6252","1.9399","1.0000"
"9.7800","2866.7180","1.9438","1.0000"
"9.8000","2867.9536","1.9477","1.0000"
"9.8200","2869.1296","1.9517","1.0000"
"9.8400","2870.6194","1.9557","1.0000"
"9.8600","2872.1382","1.9598","1.0000"
"9.8800","2873.3435","1.9638","1.0000"
"9.9000","2874.6179","1.9678","1.0000"
"9.9200","2875.8447","1.9718","1.0000"
"9.9400","2876.7798","1.9758","1.0000"
"9.9600","2877.9373","1.9798","1.0000"
"9.9800","2879.2217","1.9838","1.0000"
"10.0000","2880.4133","1.9878","1.0000"
"10.0200","2881.8247","1.9918","1.0000"
"10.0400","2883.1360","1.9959","1.0000"
"10.0600","2884.1370","1.9998","1.0000"
"10.0800","2885.2874","2.0038","1.0000"
"10.1000","2886.4731","2.0077","1.0000"
"10.1200","2887.7231","2.0117","1.0000"
"10.1400","2889.1282","2.0157","1.0000"
"10.1600","2890.5574","2.0198","1.0000"
"10.1800","2891.8582","2.0238","1.0000"
"10.2000","2893.1697","2.0279","1.0000"
"10.2200","2894.1370","2.0318","1.0000"
"10.2400","2895.2913","2.0357","1.0000"
"10.2600","2896.4167","2.0397","1.0000"
"10.2800","2897.4700","2.0437","1.0000"
"10.3000","2898.9165","2.0477","1.0000"
"10.3200","2900.4673","2.0518","1.0000"
"10.3400","2901.7617","2.0558","1.0000"
"10.3600","2902.8757","2.0598","1.0000"
"10.3800","2903.9609","2.0638","1.0000"
"10.4000","2904.8816","2.0677","1.0000"
"10.4200","2906.1169","2.0717","1.0000"
"10.4400","2907.4817","2.0757","1.0000"
"10.4600","2908.7146","2.0797","1.0000"
"10.4800","2910.0486","2.0838","1.0000"
"10.5000","2911.2739","2.0879","1.0000"
"10.5200","2912.3752","2.0919","1.0000"
"10.5400","2913.4905","2.0958","1.0000"
"10.5600","2914.5334","2.0998","1.0000"
"10.5800","2915.6028","2.1038","1.0000"
"10.6000","2917.0461","2.1078","1.0000"
"10.6200","2918.4341","2.1118","1.0000"
"10.6400","2919.6572","2.1158","1.0000"
"10.6600","2920.8225","2.1198","1.0000"
"10.6800","2921.8257","2.1238","1.0000"
"10.7000","2922.8787","2.1277","1.0000"
"10.7200","2924.0784","2.1317","1.0000"
"10.7400","2925.3831","2.1356","1.0000"
"10.7600","2926.7559","2.1397","1.0000"
"10.7800","2928.1736","2.1438","1.0000"
"10.8000","2929.3616","2.1478","1.0000"
"10.8200","2930.5864","2.1518","1.0000"
"10.8400","2931.6421","2.1558","1.0000"
"10.8600","2932.6555","2.1598","1.0000"
"10.8800","2933.9629","2.1637","1.0000"
"10.9000","2935.2217","2.1678","1.0000"
"10.9200","2936.5271","2.1718","1.0000"
"10.9400","2937.7446","2.1759","1.0000"
"10.9600","2938.7217","2.1799","1.0000"
"10.9800","2939.6567","2.1838","1.0000"
"11.0000","2940.9434","2.1878","1.0000"
"11.0200","2942.1885","2.1918","1.0000"
"11.0400","2943.4268","2.1958","1.0000"
"11.0600","2944.9119","2.1998","1.0000"
"11.0800","2946.1216","2.2039","1.0000"
"11.1000","2947.1848","2.2079","1.0000"
"11.1200","2948.1909","2.2118","1.0000"
"11.1400","2949.1919","2.2157","1.0000"
"11.1600","2950.1782","2.2197","1.0000"
"11.1800","2951.5259","2.2237","1.0000"
"11.2000","2952.9453","2.2277","1.0000"
"11.2200","2954.3982","2.2318","1.0000"
"11.2400","2955.7119","2.2359","1.0000"
"11.2600","2956.6113","2.2398","1.0000"
"11.2800","2957.5049","2.2438","1.0000"
"11.3000","2958.5051","2.2477","1.0000"
"11.3200","2959.6648","2.2516","1.0000"
"11.3400","2961.1875","2.2556","1.0000"
"11.3600","2962.5908","2.2597","1.0000"
"11.3800","2963.8450","2.2638","1.0000"
"11.4000","2965.2068","2.2678","1.0000"
"11.4200","2966.1841","2.2719","1.0000"
"11.4400","2967.1072","2.2758","1.0000"
"11.4600","2968.1875","2.2798","1.0000"
"11.4800","2969.2432","2.2838","1.0000"
"11.5000","2970.4700","2.2878","1.0000"
"11.5200","2971.9949","2.2918","1.0000"
"11.5400","2973.1689","2.2959","1.0000"
"11.5600","2974.1904","2.2998","1.0000"
"11.5800","2975.3601","2.3037","1.0000"
"11.6000","2976.2744","2.3076","1.0000"
"11.6200","2977.4614","2.3116","1.0000"
"11.6400","2978.8696","2.3156","1.0000"
"11.6600","2980.1279","2.3197","1.0000"
"11.6800","2981.4531","2.3237","1.0000"
"11.7000","2982.5757","2.3278","1.0000"
"11.7200","2983.5210","2.3318","1.0000"
"11.7400","2984.6277","2.3358","1.0000"
"11.7600","2985.7729","2.3397","1.0000"
"11.7800","2986.9060","2.3437","1.0000"
"11.8000","2988.2993","2.3478","1.0000"
"11.8200","2989.6592","2.3518","1.0000"
"11.8400","2990.8335","2.3559","1.0000"
"11.8600","2991.9565","2.3599","1.0000"
"11.8800","2992.8875","2.3638","1.0000"
"11.9000","2993.8181","2.3677","1.0000"
"11.9200","2995.0601","2.3717","1.0000"
"11.9400","2996.1794","2.3757","1.0000"
"11.9600","2997.6147","2.3797","1.0000"
"11.9800","2999.0432","2.3838","1.0000"
"12.0000","3000.0725","2.3878","1.0000"
"12.0200","3001.1763","2.3918","1.0000"
"12.0400","3002.4829","2.3958","1.0000"
"12.0600","3003.5105","2.3998","1.0000"
