Time,Force,Displacement,PIP count
(s),(N),(mm),
"693.0770","-8.8488","0.2912","1.0000"
"693.0970","-8.8136","0.2912","1.0000"
"693.1170","-8.7272","0.2912","1.0000"
"693.1370","-8.7571","0.2912","1.0000"
"693.1570","-8.8397","0.2912","1.0000"
"693.1770","-8.8738","0.2912","1.0000"
"693.1970","-8.8368","0.2912","1.0000"
"693.2170","-8.8135","0.2912","1.0000"
"693.2370","-8.8905","0.2912","1.0000"
"693.2570","-8.8919","0.2912","1.0000"
"693.2770","-8.8916","0.2912","1.0000"
"693.2970","-8.8838","0.2912","1.0000"
"693.3170","-8.8469","0.2912","1.0000"
"693.3370","-8.8409","0.2912","1.0000"
"693.3570","-8.9255","0.2912","1.0000"
"693.3770","-8.9621","0.2912","1.0000"
"693.3970","-8.9572","0.2912","1.0000"
"693.4170","-8.9509","0.2912","1.0000"
"693.4370","-8.8728","0.2912","1.0000"
"693.4570","-8.8483","0.2912","1.0000"
"693.4770","-8.8859","0.2912","1.0000"
"693.4970","-8.8626","0.2912","1.0000"
"693.5170","-8.8754","0.2912","1.0000"
"693.5370","-8.8492","0.2912","1.0000"
"693.5570","-8.8850","0.2912","1.0000"
"693.5770","-8.9305","0.2912","1.0000"
"693.5970","-8.9555","0.2912","1.0000"
"693.6170","-8.9457","0.2912","1.0000"
"693.6370","-8.9444","0.2912","1.0000"
"693.6570","-8.9520","0.2912","1.0000"
"693.6770","-9.0134","0.2912","1.0000"
"693.6970","-9.0299","0.2912","1.0000"
"693.7170","-8.9564","0.2912","1.0000"
"693.7370","-8.9113","0.2912","1.0000"
"693.7570","-8.9398","0.2912","1.0000"
"693.7770","-8.9812","0.2912","1.0000"
"693.7970","-8.9387","0.2912","1.0000"
"693.8170","-8.9889","0.2912","1.0000"
"693.8370","-8.9998","0.2912","1.0000"
"693.8570","-8.9811","0.2912","1.0000"
"693.8770","-8.9994","0.2912","1.0000"
"693.8970","-9.0008","0.2912","1.0000"
"693.9170","-8.9956","0.2912","1.0000"
"693.9370","-9.0956","0.2912","1.0000"
"693.9570","-9.0518","0.2912","1.0000"
"693.9770","-9.0271","0.2912","1.0000"
"693.9970","-9.0482","0.2912","1.0000"
"694.0170","-9.0572","0.2912","1.0000"
"694.0370","-9.0226","0.2912","1.0000"
"694.0570","-8.9882","0.2912","1.0000"
"694.0770","-8.9957","0.2912","1.0000"
"694.0970","-9.0718","0.2912","1.0000"
"694.1170","-9.0451","0.2912","1.0000"
"694.1370","-9.0564","0.2912","1.0000"
"694.1570","-9.1515","0.2912","1.0000"
"694.1770","-9.1431","0.2912","1.0000"
"694.1970","-9.1306","0.2912","1.0000"
"694.2170","-9.1136","0.2912","1.0000"
"694.2370","-9.2093","0.2912","1.0000"
"694.2570","-9.1731","0.2912","1.0000"
"694.2770","-9.1521","0.2912","1.0000"
"694.2970","-9.1539","0.2912","1.0000"
"694.3170","-9.2108","0.2912","1.0000"
"694.3370","-9.0954","0.2912","1.0000"
"694.3570","-9.1884","0.2912","1.0000"
"694.3770","-9.2067","0.2912","1.0000"
"694.3970","-9.2162","0.2912","1.0000"
"694.4170","-9.1823","0.2912","1.0000"
"694.4370","-9.2002","0.2912","1.0000"
"694.4570","-9.1482","0.2912","1.0000"
"694.4770","-9.0728","0.2912","1.0000"
"694.4970","-9.1673","0.2912","1.0000"
"694.5170","-9.1939","0.2912","1.0000"
"694.5370","-9.2618","0.2912","1.0000"
"694.5570","-9.2942","0.2912","1.0000"
"694.5770","-9.3123","0.2912","1.0000"
"694.5970","-9.2452","0.2912","1.0000"
"694.6170","-9.2445","0.2912","1.0000"
"694.6370","-9.2836","0.2912","1.0000"
"694.6570","-9.2468","0.2912","1.0000"
"694.6770","-9.2238","0.2912","1.0000"
"694.6970","-9.2340","0.2912","1.0000"
"694.7170","-9.1898","0.2912","1.0000"
"694.7370","-9.2115","0.2912","1.0000"
"694.7570","-9.2327","0.2912","1.0000"
"694.7770","-9.1896","0.2912","1.0000"
"694.7970","-9.2150","0.2912","1.0000"
"694.8170","-9.2627","0.2912","1.0000"
"694.8370","-9.2881","0.2912","1.0000"
"694.8570","-9.2755","0.2912","1.0000"
"694.8770","-9.2815","0.2912","1.0000"
"694.8970","-9.2848","0.2912","1.0000"
"694.9170","-9.3177","0.2912","1.0000"
"694.9370","-9.3766","0.2912","1.0000"
"694.9570","-9.3374","0.2912","1.0000"
"694.9770","-9.2992","0.2912","1.0000"
"694.9970","-9.3670","0.2912","1.0000"
"695.0170","-9.2916","0.2912","1.0000"
"695.0370","-9.2255","0.2912","1.0000"
"695.0570","-9.3246","0.2912","1.0000"
"695.0770","-9.3482","0.2912","1.0000"
"695.0970","-9.3382","0.2912","1.0000"
"695.1170","-9.4178","0.2912","1.0000"
"695.1370","-9.4411","0.2912","1.0000"
"695.1570","-9.4312","0.2912","1.0000"
"695.1770","-9.3982","0.2912","1.0000"
"695.1970","-9.4383","0.2912","1.0000"
"695.2170","-9.4513","0.2912","1.0000"
"695.2370","-9.4616","0.2912","1.0000"
"695.2570","-9.5062","0.2912","1.0000"
"695.2770","-9.4439","0.2912","1.0000"
"695.2970","-9.4463","0.2912","1.0000"
"695.3170","-9.4432","0.2912","1.0000"
"695.3370","-9.4464","0.2912","1.0000"
"695.3570","-9.4587","0.2912","1.0000"
"695.3770","-9.5205","0.2912","1.0000"
"695.3970","-9.6085","0.2912","1.0000"
"695.4170","-9.5581","0.2912","1.0000"
"695.4370","-9.5524","0.2912","1.0000"
"695.4570","-9.6157","0.2912","1.0000"
"695.4770","-9.6211","0.2912","1.0000"
"695.4970","-9.3618","0.2912","1.0000"
"695.5170","-9.4013","0.2912","1.0000"
"695.5370","-9.4649","0.2912","1.0000"
"695.5570","-9.5418","0.2912","1.0000"
"695.5770","-9.6531","0.2912","1.0000"
"695.5970","-9.6934","0.2912","1.0000"
"695.6170","-9.6171","0.2912","1.0000"
"695.6370","-9.5199","0.2912","1.0000"
"695.6570","-9.6199","0.2912","1.0000"
"695.6770","-9.6765","0.2912","1.0000"
"695.6970","-9.5971","0.2912","1.0000"
"695.7170","-9.5449","0.2912","1.0000"
"695.7370","-9.5948","0.2912","1.0000"
"695.7570","-9.6245","0.2912","1.0000"
"695.7770","-9.5764","0.2912","1.0000"
"695.7970","-9.6081","0.2912","1.0000"
"695.8170","-9.5926","0.2912","1.0000"
"695.8370","-9.5455","0.2912","1.0000"
"695.8570","-9.6851","0.2912","1.0000"
"695.8770","-9.5855","0.2912","1.0000"
"695.8970","-9.5518","0.2912","1.0000"
"695.9170","-9.6949","0.2912","1.0000"
"695.9370","-9.7038","0.2912","1.0000"
"695.9570","-9.7133","0.2912","1.0000"
"695.9770","-9.7055","0.2912","1.0000"
"695.9970","-9.7376","0.2912","1.0000"
"696.0170","-9.6467","0.2912","1.0000"
"696.0370","-9.5889","0.2912","1.0000"
"696.0570","-9.6737","0.2912","1.0000"
"696.0770","-9.7275","0.2912","1.0000"
"696.0970","-9.6945","0.2912","1.0000"
"696.1170","-9.7568","0.2912","1.0000"
"696.1370","-9.8444","0.2912","1.0000"
"696.1570","-9.7535","0.2912","1.0000"
"696.1770","-9.7141","0.2912","1.0000"
"696.1970","-9.6670","0.2912","1.0000"
"696.2170","-9.6249","0.2912","1.0000"
"696.2370","-9.7335","0.2912","1.0000"
"696.2570","-9.6584","0.2912","1.0000"
"696.2770","-9.6481","0.2912","1.0000"
"696.2970","-9.7346","0.2912","1.0000"
"696.3170","-9.7322","0.2912","1.0000"
"696.3370","-9.7750","0.2912","1.0000"
"696.3570","-9.7345","0.2912","1.0000"
"696.3770","-9.7497","0.2912","1.0000"
"696.3970","-9.7743","0.2912","1.0000"
"696.4170","-9.8159","0.2912","1.0000"
"696.4370","-9.7801","0.2912","1.0000"
"696.4570","-9.7170","0.2912","1.0000"
"696.4770","-9.7704","0.2912","1.0000"
"696.4970","-9.8463","0.2912","1.0000"
"696.5170","-9.7108","0.2912","1.0000"
"696.5370","-9.7652","0.2912","1.0000"
"696.5570","-9.7557","0.2912","1.0000"
"696.5770","-9.7808","0.2912","1.0000"
"696.5970","-9.8227","0.2912","1.0000"
"696.6170","-9.8561","0.2912","1.0000"
"696.6370","-9.8209","0.2912","1.0000"
"696.6570","-9.8166","0.2912","1.0000"
"696.6770","-9.7812","0.2912","1.0000"
"696.6970","-9.7683","0.2912","1.0000"
"696.7170","-9.8218","0.2912","1.0000"
"696.7370","-9.9196","0.2912","1.0000"
"696.7570","-9.9848","0.2912","1.0000"
"696.7770","-9.8510","0.2912","1.0000"
"696.7970","-9.8034","0.2912","1.0000"
"696.8170","-9.8404","0.2912","1.0000"
"696.8370","-9.8792","0.2912","1.0000"
"696.8570","-9.9016","0.2912","1.0000"
"696.8770","-9.9135","0.2912","1.0000"
"696.8970","-9.8305","0.2912","1.0000"
"696.9170","-9.8788","0.2912","1.0000"
"696.9370","-9.9052","0.2912","1.0000"
"696.9570","-9.9561","0.2912","1.0000"
"696.9770","-9.8923","0.2912","1.0000"
"696.9970","-9.8346","0.2912","1.0000"
"697.0170","-9.9587","0.2912","1.0000"
"697.0370","-9.9557","0.2912","1.0000"
"697.0570","-9.9525","0.2912","1.0000"
"697.0770","-10.0175","0.2912","1.0000"
"697.0970","-9.9917","0.2912","1.0000"
"697.1170","-10.0363","0.2912","1.0000"
"697.1370","-10.0531","0.2912","1.0000"
"697.1570","-10.0630","0.2912","1.0000"
"697.1770","-10.0046","0.2912","1.0000"
"697.1970","-9.9886","0.2912","1.0000"
"697.2170","-9.9418","0.2912","1.0000"
"697.2370","-9.9141","0.2912","1.0000"
"697.2570","-9.9097","0.2912","1.0000"
"697.2770","-10.0196","0.2912","1.0000"
"697.2970","-9.9803","0.2912","1.0000"
"697.3170","-10.0842","0.2912","1.0000"
"697.3370","-10.1233","0.2912","1.0000"
"697.3570","-10.1349","0.2912","1.0000"
"697.3770","-10.0600","0.2912","1.0000"
"697.3970","-10.0263","0.2912","1.0000"
"697.4170","-9.9164","0.2912","1.0000"
"697.4370","-9.9950","0.2912","1.0000"
"697.4570","-10.0100","0.2912","1.0000"
"697.4770","-9.9251","0.2912","1.0000"
"697.4970","-10.0310","0.2912","1.0000"
"697.5170","-10.0938","0.2912","1.0000"
"697.5370","-10.1639","0.2912","1.0000"
"697.5570","-10.2252","0.2912","1.0000"
"697.5770","-10.1190","0.2912","1.0000"
"697.5970","-10.0591","0.2912","1.0000"
"697.6170","-9.9922","0.2912","1.0000"
"697.6370","-9.9892","0.2912","1.0000"
"697.6570","-10.1688","0.2912","1.0000"
"697.6770","-10.3016","0.2912","1.0000"
"697.6970","-10.2018","0.2912","1.0000"
"697.7170","-10.1325","0.2912","1.0000"
"697.7370","-10.1947","0.2912","1.0000"
"697.7570","-10.1767","0.2912","1.0000"
"697.7770","-10.1944","0.2912","1.0000"
"697.7970","-10.1803","0.2912","1.0000"
"697.8170","-10.1532","0.2912","1.0000"
"697.8370","-10.1944","0.2912","1.0000"
"697.8570","-10.2081","0.2912","1.0000"
"697.8770","-10.2011","0.2912","1.0000"
"697.8970","-10.2044","0.2912","1.0000"
"697.9170","-10.2564","0.2912","1.0000"
"697.9370","-10.3640","0.2912","1.0000"
"697.9570","-10.3294","0.2912","1.0000"
"697.9770","-10.3048","0.2912","1.0000"
"697.9970","-10.2411","0.2912","1.0000"
"698.0170","-10.2343","0.2912","1.0000"
"698.0370","-10.2719","0.2912","1.0000"
"698.0570","-10.3403","0.2912","1.0000"
"698.0770","-10.2621","0.2912","1.0000"
"698.0970","-10.2260","0.2912","1.0000"
"698.1170","-10.2835","0.2912","1.0000"
"698.1370","-10.4041","0.2912","1.0000"
"698.1570","-10.3377","0.2912","1.0000"
"698.1770","-10.3802","0.2912","1.0000"
"698.1970","-10.4710","0.2912","1.0000"
"698.2170","-10.4141","0.2912","1.0000"
"698.2370","-10.3393","0.2912","1.0000"
"698.2570","-10.3710","0.2912","1.0000"
"698.2770","-10.3900","0.2912","1.0000"
"698.2970","-10.4090","0.2912","1.0000"
"698.3170","-10.3859","0.2912","1.0000"
"698.3370","-10.3945","0.2912","1.0000"
"698.3570","-10.3834","0.2912","1.0000"
"698.3770","-10.4056","0.2912","1.0000"
"698.3970","-10.3984","0.2912","1.0000"
"698.4170","-10.3536","0.2912","1.0000"
"698.4370","-10.3529","0.2912","1.0000"
"698.4570","-10.4489","0.2912","1.0000"
"698.4770","-10.4121","0.2912","1.0000"
"698.4970","-10.3478","0.2912","1.0000"
"698.5170","-10.5256","0.2912","1.0000"
"698.5370","-10.5372","0.2912","1.0000"
"698.5570","-10.4485","0.2912","1.0000"
"698.5770","-10.4485","0.2912","1.0000"
"698.5970","-10.5105","0.2912","1.0000"
"698.6170","-10.4706","0.2912","1.0000"
"698.6370","-10.4148","0.2912","1.0000"
"698.6570","-10.4741","0.2912","1.0000"
"698.6770","-10.4798","0.2912","1.0000"
"698.6970","-10.4917","0.2912","1.0000"
"698.7170","-10.4811","0.2912","1.0000"
"698.7370","-10.5041","0.2912","1.0000"
"698.7570","-10.3580","0.2912","1.0000"
"698.7770","-10.4001","0.2912","1.0000"
"698.7970","-10.5096","0.2912","1.0000"
"698.8170","-10.4467","0.2912","1.0000"
"698.8370","-10.4116","0.2912","1.0000"
"698.8570","-10.4996","0.2912","1.0000"
"698.8770","-10.5121","0.2912","1.0000"
"698.8970","-10.4443","0.2912","1.0000"
"698.9170","-10.5132","0.2912","1.0000"
"698.9370","-10.5212","0.2912","1.0000"
"698.9570","-10.3818","0.2912","1.0000"
"698.9770","-10.3858","0.2912","1.0000"
"698.9970","-10.5166","0.2912","1.0000"
"699.0170","-10.4986","0.2912","1.0000"
"699.0370","-10.4599","0.2912","1.0000"
"699.0570","-10.4878","0.2912","1.0000"
"699.0770","-10.5244","0.2912","1.0000"
"699.0970","-10.6024","0.2912","1.0000"
"699.1170","-10.5961","0.2912","1.0000"
"699.1370","-10.5250","0.2912","1.0000"
"699.1570","-10.4929","0.2912","1.0000"
"699.1770","-10.4726","0.2912","1.0000"
"699.1970","-10.5031","0.2912","1.0000"
"699.2170","-10.5306","0.2912","1.0000"
"699.2370","-10.4693","0.2912","1.0000"
"699.2570","-10.5473","0.2912","1.0000"
"699.2770","-10.5618","0.2912","1.0000"
"699.2970","-10.5884","0.2912","1.0000"
"699.3170","-10.5898","0.2912","1.0000"
"699.3370","-10.6319","0.2912","1.0000"
"699.3570","-10.5857","0.2912","1.0000"
"699.3770","-10.5846","0.2912","1.0000"
"699.3970","-10.6183","0.2912","1.0000"
"699.4170","-10.6296","0.2912","1.0000"
"699.4370","-10.6700","0.2912","1.0000"
"699.4570","-10.7319","0.2912","1.0000"
"699.4770","-10.7416","0.2912","1.0000"
"699.4970","-10.5985","0.2912","1.0000"
"699.5170","-10.5297","0.2912","1.0000"
"699.5370","-10.5540","0.2912","1.0000"
"699.5570","-10.5355","0.2912","1.0000"
"699.5770","-10.5949","0.2912","1.0000"
"699.5970","-10.7273","0.2912","1.0000"
"699.6170","-10.6370","0.2912","1.0000"
"699.6370","-10.5507","0.2912","1.0000"
"699.6570","-10.6813","0.2912","1.0000"
"699.6770","-10.6965","0.2912","1.0000"
"699.6970","-10.6127","0.2912","1.0000"
"699.7170","-10.7399","0.2912","1.0000"
"699.7370","-10.8325","0.2912","1.0000"
"699.7570","-10.7379","0.2912","1.0000"
"699.7770","-10.6703","0.2912","1.0000"
"699.7970","-10.6643","0.2912","1.0000"
"699.8170","-10.5725","0.2912","1.0000"
"699.8370","-10.5790","0.2912","1.0000"
"699.8570","-10.6621","0.2912","1.0000"
"699.8770","-10.7260","0.2912","1.0000"
"699.8970","-10.7875","0.2912","1.0000"
"699.9170","-10.7615","0.2912","1.0000"
"699.9370","-10.7065","0.2912","1.0000"
"699.9570","-10.6614","0.2912","1.0000"
"699.9770","-10.7052","0.2912","1.0000"
"699.9970","-10.6927","0.2912","1.0000"
"700.0170","-10.7491","0.2912","1.0000"
"700.0370","-10.7598","0.2912","1.0000"
"700.0570","-10.6812","0.2912","1.0000"
"700.0770","-10.6789","0.2912","1.0000"
"700.0970","-10.7712","0.2912","1.0000"
"700.1170","-10.8298","0.2912","1.0000"
"700.1370","-10.8159","0.2912","1.0000"
"700.1570","-10.7763","0.2912","1.0000"
"700.1770","-10.7505","0.2912","1.0000"
"700.1970","-10.8149","0.2912","1.0000"
"700.2170","-10.7911","0.2912","1.0000"
"700.2370","-10.7835","0.2912","1.0000"
"700.2570","-10.7143","0.2912","1.0000"
"700.2770","-10.7594","0.2912","1.0000"
"700.2970","-10.8306","0.2912","1.0000"
"700.3170","-10.9441","0.2912","1.0000"
"700.3370","-10.9045","0.2912","1.0000"
"700.3570","-10.8897","0.2912","1.0000"
"700.3770","-10.8782","0.2912","1.0000"
"700.3970","-10.8830","0.2912","1.0000"
"700.4170","-10.8728","0.2912","1.0000"
"700.4370","-10.8408","0.2912","1.0000"
"700.4570","-10.8134","0.2912","1.0000"
"700.4770","-10.8841","0.2912","1.0000"
"700.4970","-10.8337","0.2912","1.0000"
"700.5170","-10.7659","0.2912","1.0000"
"700.5370","-10.7856","0.2912","1.0000"
"700.5570","-10.8620","0.2912","1.0000"
"700.5770","-10.8377","0.2912","1.0000"
"700.5970","-10.8346","0.2912","1.0000"
"700.6170","-10.9277","0.2912","1.0000"
"700.6370","-10.9392","0.2912","1.0000"
"700.6570","-10.8828","0.2912","1.0000"
"700.6770","-10.8850","0.2912","1.0000"
"700.6970","-10.9137","0.2912","1.0000"
"700.7170","-10.9548","0.2912","1.0000"
"700.7370","-10.9210","0.2912","1.0000"
"700.7570","-10.8957","0.2912","1.0000"
"700.7770","-10.8769","0.2912","1.0000"
"700.7970","-10.8833","0.2912","1.0000"
"700.8170","-10.7715","0.2912","1.0000"
"700.8370","-10.8499","0.2912","1.0000"
"700.8570","-10.8906","0.2912","1.0000"
"700.8770","-10.8531","0.2912","1.0000"
"700.8970","-11.0058","0.2912","1.0000"
"700.9170","-11.0159","0.2912","1.0000"
"700.9370","-11.0024","0.2912","1.0000"
"700.9570","-10.8843","0.2912","1.0000"
"700.9770","-10.9152","0.2912","1.0000"
"700.9970","-10.9978","0.2912","1.0000"
"701.0170","-10.9899","0.2912","1.0000"
"701.0370","-10.9793","0.2912","1.0000"
"701.0570","-11.1239","0.2912","1.0000"
"701.0770","-11.0688","0.2912","1.0000"
"701.0970","-10.9943","0.2912","1.0000"
"701.1170","-10.9776","0.2912","1.0000"
"701.1370","-10.9819","0.2912","1.0000"
"701.1570","-10.9905","0.2912","1.0000"
"701.1770","-10.9922","0.2912","1.0000"
"701.1970","-11.0504","0.2912","1.0000"
"701.2170","-11.0851","0.2912","1.0000"
"701.2370","-11.0165","0.2912","1.0000"
"701.2570","-11.0641","0.2912","1.0000"
"701.2770","-11.0901","0.2912","1.0000"
"701.2970","-11.0978","0.2912","1.0000"
"701.3170","-11.0938","0.2912","1.0000"
"701.3370","-11.1404","0.2912","1.0000"
"701.3570","-11.0948","0.2912","1.0000"
"701.3770","-11.0427","0.2912","1.0000"
"701.3970","-11.0325","0.2912","1.0000"
"701.4170","-11.1218","0.2912","1.0000"
"701.4370","-11.2305","0.2912","1.0000"
"701.4570","-11.1522","0.2912","1.0000"
"701.4770","-11.0894","0.2912","1.0000"
"701.4970","-11.2338","0.2912","1.0000"
"701.5170","-11.2113","0.2912","1.0000"
"701.5370","-11.1083","0.2912","1.0000"
"701.5570","-11.1432","0.2912","1.0000"
"701.5770","-11.2753","0.2912","1.0000"
"701.5970","-11.1634","0.2912","1.0000"
"701.6170","-11.0957","0.2912","1.0000"
"701.6370","-11.1130","0.2912","1.0000"
"701.6570","-11.1729","0.2912","1.0000"
"701.6770","-11.2359","0.2912","1.0000"
"701.6970","-11.2368","0.2912","1.0000"
"701.7170","-11.2035","0.2912","1.0000"
"701.7370","-11.1657","0.2912","1.0000"
"701.7570","-11.1404","0.2912","1.0000"
"701.7770","-11.1986","0.2912","1.0000"
"701.7970","-11.2586","0.2912","1.0000"
"701.8170","-11.1757","0.2912","1.0000"
"701.8370","-11.1887","0.2912","1.0000"
"701.8570","-11.1317","0.2912","1.0000"
"701.8770","-11.1730","0.2912","1.0000"
"701.8970","-11.2197","0.2912","1.0000"
"701.9170","-11.2134","0.2912","1.0000"
"701.9370","-11.1625","0.2912","1.0000"
"701.9570","-11.1445","0.2912","1.0000"
"701.9770","-11.1921","0.2912","1.0000"
"701.9970","-11.2051","0.2912","1.0000"
"702.0170","-11.1759","0.2912","1.0000"
"702.0370","-11.2018","0.2912","1.0000"
"702.0570","-11.1565","0.2912","1.0000"
"702.0770","-11.1777","0.2912","1.0000"
"702.0970","-11.3439","0.2912","1.0000"
"702.1170","-11.3731","0.2912","1.0000"
"702.1370","-11.3368","0.2912","1.0000"
"702.1570","-11.3517","0.2912","1.0000"
"702.1770","-11.3534","0.2912","1.0000"
"702.1970","-11.2653","0.2912","1.0000"
"702.2170","-11.1575","0.2912","1.0000"
"702.2370","-11.2375","0.2912","1.0000"
"702.2570","-11.2704","0.2912","1.0000"
"702.2770","-11.2804","0.2912","1.0000"
"702.2970","-11.4242","0.2912","1.0000"
"702.3170","-11.4240","0.2912","1.0000"
"702.3370","-11.3284","0.2912","1.0000"
"702.3570","-11.3845","0.2912","1.0000"
"702.3770","-11.3550","0.2912","1.0000"
"702.3970","-11.3557","0.2912","1.0000"
"702.4170","-11.3979","0.2912","1.0000"
"702.4370","-11.4034","0.2912","1.0000"
"702.4570","-11.3762","0.2912","1.0000"
"702.4770","-11.2879","0.2912","1.0000"
"702.4970","-11.3277","0.2912","1.0000"
"702.5170","-11.3658","0.2912","1.0000"
"702.5370","-11.3503","0.2912","1.0000"
"702.5570","-11.3381","0.2912","1.0000"
"702.5770","-11.4319","0.2912","1.0000"
"702.5970","-11.4330","0.2912","1.0000"
"702.6170","-11.4586","0.2912","1.0000"
"702.6370","-11.4747","0.2912","1.0000"
"702.6570","-11.4650","0.2912","1.0000"
"702.6770","-11.4083","0.2912","1.0000"
"702.6970","-11.4149","0.2912","1.0000"
"702.7170","-11.4134","0.2912","1.0000"
"702.7370","-11.3631","0.2912","1.0000"
"702.7570","-11.3976","0.2912","1.0000"
"702.7770","-11.4534","0.2912","1.0000"
"702.7970","-11.5518","0.2912","1.0000"
"702.8170","-11.5621","0.2912","1.0000"
"702.8370","-11.5155","0.2912","1.0000"
"702.8570","-11.5158","0.2912","1.0000"
"702.8770","-11.4686","0.2912","1.0000"
"702.8970","-11.4961","0.2912","1.0000"
"702.9170","-11.5723","0.2912","1.0000"
"702.9370","-11.5781","0.2912","1.0000"
"702.9570","-11.5172","0.2912","1.0000"
"702.9770","-11.5198","0.2912","1.0000"
"702.9970","-11.5169","0.2912","1.0000"
"703.0170","-11.4947","0.2912","1.0000"
"703.0370","-11.5890","0.2912","1.0000"
"703.0570","-11.7188","0.2912","1.0000"
"703.0770","-11.6114","0.2912","1.0000"
"703.0970","-11.4527","0.2912","1.0000"
"703.1170","-11.4901","0.2912","1.0000"
"703.1370","-11.5271","0.2912","1.0000"
"703.1570","-11.5368","0.2912","1.0000"
"703.1770","-11.6246","0.2912","1.0000"
"703.1970","-11.6588","0.2912","1.0000"
"703.2170","-11.6526","0.2912","1.0000"
"703.2370","-11.6210","0.2912","1.0000"
"703.2570","-11.6410","0.2912","1.0000"
"703.2770","-11.5892","0.2912","1.0000"
"703.2970","-11.5665","0.2912","1.0000"
"703.3170","-11.5715","0.2912","1.0000"
"703.3370","-11.5972","0.2912","1.0000"
"703.3570","-11.5864","0.2912","1.0000"
"703.3770","-11.6940","0.2912","1.0000"
"703.3970","-11.7215","0.2912","1.0000"
"703.4170","-11.7427","0.2912","1.0000"
"703.4370","-11.7106","0.2912","1.0000"
"703.4570","-11.7530","0.2912","1.0000"
"703.4770","-11.7751","0.2912","1.0000"
"703.4970","-11.7361","0.2912","1.0000"
"703.5170","-11.7986","0.2912","1.0000"
"703.5370","-11.7723","0.2912","1.0000"
"703.5570","-11.7478","0.2912","1.0000"
"703.5770","-11.8414","0.2912","1.0000"
"703.5970","-11.8013","0.2912","1.0000"
"703.6170","-11.6746","0.2912","1.0000"
"703.6370","-11.6298","0.2912","1.0000"
"703.6570","-11.6731","0.2912","1.0000"
"703.6770","-11.7519","0.2912","1.0000"
"703.6970","-11.7219","0.2912","1.0000"
"703.7170","-11.7031","0.2912","1.0000"
"703.7370","-11.7623","0.2912","1.0000"
"703.7570","-11.8238","0.2912","1.0000"
"703.7770","-11.8106","0.2912","1.0000"
"703.7970","-11.7149","0.2912","1.0000"
"703.8170","-11.6853","0.2912","1.0000"
"703.8370","-11.7226","0.2912","1.0000"
"703.8570","-11.7425","0.2912","1.0000"
"703.8770","-11.7192","0.2912","1.0000"
"703.8970","-11.6958","0.2912","1.0000"
"703.9170","-11.7884","0.2912","1.0000"
"703.9370","-11.8102","0.2912","1.0000"
"703.9570","-11.7963","0.2912","1.0000"
"703.9770","-11.7907","0.2912","1.0000"
"703.9970","-11.7718","0.2912","1.0000"
"704.0170","-11.7502","0.2912","1.0000"
"704.0370","-11.7881","0.2912","1.0000"
"704.0570","-11.7838","0.2912","1.0000"
"704.0770","-11.8289","0.2912","1.0000"
"704.0970","-11.8476","0.2912","1.0000"
"704.1170","-11.8753","0.2912","1.0000"
"704.1370","-11.8567","0.2912","1.0000"
"704.1570","-11.8337","0.2912","1.0000"
"704.1770","-11.7242","0.2912","1.0000"
"704.1970","-11.7866","0.2912","1.0000"
"704.2170","-11.8414","0.2912","1.0000"
"704.2370","-11.8704","0.2912","1.0000"
"704.2570","-11.7940","0.2912","1.0000"
"704.2770","-11.8167","0.2912","1.0000"
"704.2970","-11.8104","0.2912","1.0000"
"704.3170","-11.8340","0.2912","1.0000"
"704.3370","-11.9537","0.2912","1.0000"
"704.3570","-11.9090","0.2912","1.0000"
"704.3770","-11.8279","0.2912","1.0000"
"704.3970","-11.8934","0.2912","1.0000"
"704.4170","-11.8213","0.2912","1.0000"
"704.4370","-11.7731","0.2912","1.0000"
"704.4570","-11.8581","0.2912","1.0000"
"704.4770","-11.9844","0.2912","1.0000"
"704.4970","-11.9230","0.2912","1.0000"
"704.5170","-11.8077","0.2912","1.0000"
"704.5370","-11.7723","0.2912","1.0000"
"704.5570","-11.8581","0.2912","1.0000"
"704.5770","-11.9041","0.2912","1.0000"
"704.5970","-11.9065","0.2912","1.0000"
"704.6170","-11.9416","0.2912","1.0000"
"704.6370","-11.8973","0.2912","1.0000"
"704.6570","-11.9434","0.2912","1.0000"
"704.6770","-12.0097","0.2912","1.0000"
"704.6970","-11.9168","0.2912","1.0000"
"704.7170","-11.8218","0.2912","1.0000"
"704.7370","-11.8286","0.2912","1.0000"
"704.7570","-11.8195","0.2912","1.0000"
"704.7770","-11.8112","0.2912","1.0000"
"704.7970","-11.8520","0.2912","1.0000"
"704.8170","-11.8128","0.2912","1.0000"
"704.8370","-11.8927","0.2912","1.0000"
"704.8570","-11.8785","0.2912","1.0000"
"704.8770","-11.8285","0.2912","1.0000"
"704.8970","-11.8954","0.2912","1.0000"
"704.9170","-11.8650","0.2912","1.0000"
"704.9370","-11.7610","0.2912","1.0000"
"704.9570","-11.8273","0.2912","1.0000"
"704.9770","-11.8114","0.2912","1.0000"
"704.9970","-11.7728","0.2912","1.0000"
"705.0170","-11.7559","0.2912","1.0000"
"705.0370","-11.8825","0.2912","1.0000"
"705.0570","-11.8937","0.2912","1.0000"
"705.0770","-11.8231","0.2912","1.0000"
"705.0970","-11.7976","0.2912","1.0000"
"705.1170","-11.7813","0.2912","1.0000"
"705.1370","-11.7424","0.2912","1.0000"
"705.1570","-11.8303","0.2912","1.0000"
"705.1770","-11.7826","0.2912","1.0000"
"705.1970","-11.8183","0.2912","1.0000"
